,spectral_date,LWP_date,month,short_name,English_name,Latin_name,plot,treatment,ID,LWP,LAI,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274
371,,2022-06-28,,pist_3,pistacia,Pistacia lentiscus,3,control,Pl3,-2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,2022-06-28,,pine_4,pine,Pinus halepensis,4,control,Ph4,-2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,2022-06-28,,cyp_4,cypress,Cupressus sempervirens,4,control,Cse4,-4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,2022-06-28,,quer_4,oak,Quercus calliprinos,4,control,Qc4,-2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,2022-06-28,,cera_4,carob,Ceratonia siliqua,4,control,Csi4,-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,2022-06-28,,pist_4,pistacia,Pistacia lentiscus,4,control,Pl4,-3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,2022-06-28,,pine_5,pine,Pinus halepensis,5,drought,Ph5,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,2022-06-28,,cyp_5,cypress,Cupressus sempervirens,5,drought,Cse5,-3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,2022-06-28,,quer_5,oak,Quercus calliprinos,5,drought,Qc5,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,2022-06-28,,cera_5,carob,Ceratonia siliqua,5,drought,Csi5,-2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,2022-06-28,,pist_5,pistacia,Pistacia lentiscus,5,drought,Pl5,-3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,2022-06-28,,pine_6,pine,Pinus halepensis,6,drought,Ph6,-2.6300000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,2022-06-28,,cyp_6,cypress,Cupressus sempervirens,6,drought,Cse6,-3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,2022-06-28,,quer_6,oak,Quercus calliprinos,6,drought,Qc6,-2.9800000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,2022-06-28,,cera_6,carob,Ceratonia siliqua,6,drought,Csi6,-2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,2022-06-28,,pist_6,pistacia,Pistacia lentiscus,6,drought,Pl6,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2022-12-20,2022-12-20,,pine_1,pine,Pinus halepensis,1,control,Ph1,-1.5380000000000005,,0.066570462864279,0.08598939975804,0.07240640389626,0.054926308010722,0.053222885122524,0.058593065207705,0.044897551199112,0.043636868321575,0.041913706359292,0.040754980536185,0.03639106176599,0.038385096959971,0.036240516742166,0.040649444436561,0.040632564922102,0.039144870740436,0.041365926635328,0.04560092230673,0.045532463067766,0.048277167267407,0.047043678368193,0.049052823012031,0.047806302252863,0.051045753898444,0.049749185374323,0.053326183766771,0.050851315018288,0.05361423475139,0.052040514348034,0.054832519038703,0.055848546941611,0.055664647838143,0.052417019708211,0.054086316382556,0.052501992508455,0.054137674101577,0.055089186851431,0.056991712993699,0.055644349966405,0.054614682803966,0.053227851625405,0.054108837854921,0.054747638374155,0.056940802915664,0.055744887214558,0.0567308109655,0.055791515764139,0.056555041793896,0.056550478832836,0.059858747330722,0.061329794148707,0.064240876900884,0.065820976591362,0.067635692441148,0.068692208814281,0.070655943586723,0.076348846743887,0.079927685905484,0.082246499561055,0.086129475570996,0.089562432377258,0.093289396992596,0.094757502503991,0.096849570725925,0.097177431410624,0.100370635453946,0.103839939146776,0.104636618956992,0.104748914704362,0.107905049546594,0.108441907777139,0.106901490318768,0.106962715845702,0.105993035971904,0.107103217764193,0.107775014834001,0.106737622723614,0.1064357729482,0.105532533304436,0.100874163190812,0.099679668507261,0.098244954104372,0.095980182998771,0.095697709799895,0.093560932983441,0.094255905806088,0.092276860365289,0.092705435265935,0.091185156439189,0.091791300887799,0.088159137421897,0.089471892410546,0.088272473450237,0.089844238349984,0.088900480346585,0.087517430902377,0.087401208526086,0.086937656436552,0.085362055505224,0.08423010379958,0.081729076207975,0.081580179191713,0.079872271986488,0.078600558445329,0.078143681752731,0.077902267272035,0.076908641065077,0.076596929113164,0.07870691046702,0.079203875969048,0.078395785322156,0.0776014028252,0.074989051449171,0.074822823174151,0.071270209576108,0.071974767318577,0.069862702553725,0.070120703728559,0.067287472582856,0.067202094160441,0.064389258724927,0.062660951686558,0.059738807955166,0.05937000902637,0.056901333105665,0.056986230685366,0.056254060702617,0.056016045882561,0.054254670489651,0.055938883579374,0.055698234305645,0.056773897441659,0.06051694927551,0.067204263784761,0.073842233512228,0.080769723308576,0.090183493495539,0.099649566942735,0.109071397894924,0.11755962955151,0.127910118671234,0.134748795304268,0.147562679493742,0.15191591097384,0.16305268753648,0.166257307112103,0.174331923078313,0.18489815131822,0.192383570797093,0.194728701640526,0.208271327647541,0.211964134839373,0.217802818741862,0.222109330943789,0.224900994566088,0.223945753343203,0.227423784815089,0.230205148800267,0.232988610997079,0.234362559406217,0.240926270906207,0.238705695577123,0.240540955512851,0.240657545078118,0.23271798103092,0.230125659912343,0.242639567435005,0.261769063955217,0.257828269140153,0.254815111340421,0.245901247858374,0.245514415375397,0.249036082291593,0.244102431146193,0.247869670257198,0.242890306079048,0.243552951366784,0.245237229053625,0.246546871201057,0.245814652902808,0.25166363869519,0.24753505104154,0.247101260194589,0.247800008332378,0.256460293121335,0.247044798901976,0.25030487574948,0.249595584108483,0.252506866102002,0.247816324375491,0.238775444759512,0.246220129950984,0.245473604039088,0.248771006309482,0.251053147286216,0.256288478624437,0.245957106173857,0.250031826550531,0.245555887600154,0.258674202764182,0.257620366136115,0.254935269261388,0.257477717393821,0.251083968640012,0.261172798140339,0.262578379622843,0.2524861829396,0.253578087323015,0.262998111776117,0.258971563981196,0.251036195327581,0.249708716553514,0.242761666658651,0.256588208770591,0.253291522155368,0.257008132577207,0.250049451616004,0.25912632993285,0.2603222393395,0.251914326622268,0.251298092952929,0.250302469510312,0.246124596923036,0.253890460239171,0.254297017818381,0.243947884967511,0.24870233196736,0.242096819679977,0.256998184218556,0.247465431073254,0.254945692994081,0.25457430015779,0.24228230121437,0.260145319501316,0.246225686762321,0.240875510128548,0.265080390288477,0.255024855001721,0.257052605205918,0.26164049788009,0.236428920019197,0.242914781229633,0.242458009992626,0.245735669204314,0.275187418703004,0.288114089311688,0.250069645900146,0.272435159122683,0.257144107299158,0.289354757981554,0.242876210259992,0.263524023816006,0.255020231464184,0.270215601285492,0.279199137742789,0.278980973061652,0.24736055955915,0.254557716767341,0.265270751335312,0.252879997258139,0.248708503347807,0.252893376577939,0.253279426421518,0.249927015732909,0.26173898850538,0.242802907960311,0.250464731762214,0.279757279610568,0.230599029574819,0.25620291934517,0.256034506178777,0.253703862232261,0.250209155016597,0.255918974940992
388,2022-12-20,2022-12-20,,cyp_1,cypress,Cupressus sempervirens,1,control,Cse1,-2.563,,0.057852830298451,0.06807398311121,0.053957000017854,0.039828564889288,0.037934999467745,0.040523793300751,0.031843940659961,0.029765530860647,0.029418058554986,0.028091668252262,0.025075380239276,0.026399316934454,0.025084810855672,0.027767472168797,0.028190504646181,0.026727422866724,0.028201284037629,0.032370668730418,0.031705727993954,0.033222300843988,0.032122595717057,0.03367837096098,0.033137612655666,0.035885492671362,0.034984321638744,0.037694030986343,0.035810512638189,0.03790872053367,0.036691978664832,0.039210583063652,0.040190274508086,0.040337649838517,0.03774828740342,0.03905270193295,0.037836610754491,0.039432967849237,0.040169013832006,0.042037480778043,0.040863121511894,0.040333274758945,0.038861398736899,0.039866110152738,0.040339319164233,0.042600500052033,0.041605677093431,0.042533540791889,0.041453071681303,0.041889026218027,0.041393813476857,0.043789802084075,0.04418239528957,0.046003910785411,0.046182539688719,0.046983793653485,0.046390310522612,0.047106358349372,0.049812347374534,0.051736476775447,0.052260731708599,0.054385771263673,0.055646869749603,0.057663514786152,0.057613051784857,0.058833979797927,0.058171077805962,0.06022038373407,0.061918148645881,0.062746191265539,0.062184776917112,0.064351457298117,0.06394803145048,0.063420020507249,0.062733623048869,0.062699423742167,0.062980576704987,0.0642112841577,0.063285311712674,0.063614411289924,0.062576835423003,0.060310184999663,0.059286303593455,0.059126806493838,0.057485318752156,0.057996413899732,0.056676749820319,0.057834397205459,0.056409791966016,0.057282978186727,0.05617871072165,0.057023189832424,0.054344717346801,0.055589135276292,0.054358118498814,0.055847572668037,0.054888400018758,0.054840984631385,0.054778835249294,0.055345971745726,0.054409499505476,0.05450605196865,0.052745810969754,0.053380999526045,0.052162687850528,0.05191668232911,0.051420358974972,0.051767864127008,0.05093744545068,0.0512673728017,0.052395738749551,0.053220890271258,0.052306517751935,0.052148927314416,0.050136085282076,0.050579119262354,0.048146101026321,0.049526511543449,0.04820192502285,0.049236889805843,0.047817241353686,0.049173219747875,0.047925426244524,0.048023407072593,0.046646252729052,0.047587135009461,0.046210249260998,0.047098518959861,0.046746257744158,0.047120635850688,0.045481103923116,0.047262953938011,0.046424580449927,0.046653138506787,0.047980394568198,0.051766143924112,0.054137671552421,0.057574408739217,0.061629948803477,0.067109511591652,0.071485663192202,0.077225614837617,0.083122527270786,0.088512015638356,0.096823222167086,0.101262856556307,0.109157841525558,0.113076756844403,0.120085456873334,0.131130749836985,0.138141049680544,0.142449808043853,0.154749221205052,0.160804572858387,0.167900679128848,0.173835750159112,0.177676792944704,0.178876672588343,0.183347361608181,0.187472140308155,0.191083361264995,0.193667880445169,0.20028525867745,0.199963410648321,0.20215989153564,0.202536397028495,0.193436523030018,0.191131059230858,0.206082199134672,0.228540560573595,0.22393721684299,0.22018726564651,0.211353204827379,0.211481395706512,0.214137730759785,0.210458881886746,0.213542331223478,0.209868061152321,0.210229265319016,0.212232931985217,0.213314242132775,0.213760196748363,0.218865926023856,0.21618083270839,0.215409399575288,0.21678284693193,0.22384992398941,0.216339187980388,0.218481183337364,0.218135889206584,0.219972803015226,0.216613985778133,0.209238795049212,0.217396850915824,0.216667808300719,0.220073211640587,0.221917750875266,0.22695261620191,0.217383843942197,0.221741701107882,0.217694074037459,0.230039799462014,0.228997067837014,0.227245282952833,0.229234394952788,0.224268020133156,0.232607278046295,0.234273177538437,0.224981847732906,0.226542145292754,0.235341419112678,0.232273205054082,0.224522786125154,0.223823114291927,0.217114167752834,0.230555399883891,0.227972583710338,0.231572497509063,0.224922934861917,0.23324381837451,0.23437142040124,0.227155009476114,0.226574461634675,0.226004526572976,0.222158330913812,0.229711376283482,0.23011241079775,0.220551587171655,0.224511349536394,0.219032489167747,0.234167063257952,0.226855983777946,0.233078754317554,0.231647388544535,0.220463837086623,0.237844360904142,0.224672174440639,0.220528532602012,0.243471528127895,0.234408712209147,0.235333352086202,0.239644907582818,0.215697508105967,0.220516766515815,0.218815494188028,0.221999243741746,0.253971115703509,0.271119709598446,0.234060750474679,0.252890491176655,0.238049499433048,0.269355680705765,0.227237486668831,0.244907230187258,0.239211459773465,0.253987769918177,0.261781190816722,0.262746505558905,0.232769635453238,0.240157875568098,0.250978680019661,0.238354844788393,0.233424362510487,0.237200966442494,0.236851133926858,0.234950001570142,0.245869590511002,0.229124840142574,0.235568479057955,0.262972908936441,0.216228892465122,0.241490048756605,0.241851677276591,0.238856963618277,0.234797768503089,0.240217341678205
389,2022-12-20,2022-12-20,,quer_1,oak,Quercus calliprinos,1,control,Qc1,-2.849,,0.062621256445935,0.078945155616905,0.062805234412672,0.048457904268192,0.046953764571173,0.051561619496812,0.040606145579366,0.038417382567317,0.037626495674402,0.036165534391328,0.031883209174709,0.032157404910672,0.031417704484735,0.034883932484972,0.035547284597008,0.033995217584507,0.036087685518472,0.040224815359386,0.039494745868224,0.042864693558514,0.040300090759559,0.042582498678691,0.040158897943572,0.04365599342597,0.042222890608766,0.045661369168172,0.043343029154439,0.045737657035846,0.043313359393188,0.04594875806421,0.046839229781078,0.047393611704019,0.044516202397377,0.045799991708301,0.043628113415846,0.044978786675891,0.045713766728667,0.04833200368305,0.047587369606088,0.046524805506322,0.044255142205387,0.04528197625607,0.045431710977519,0.047886491925,0.047308031117628,0.048876793124964,0.047592405558903,0.047917991809601,0.047069569362286,0.050035705118331,0.051255990904403,0.054400795115331,0.055936259281803,0.057350107207358,0.057782856933536,0.059770315666409,0.064297638254944,0.067812546819663,0.070048883881292,0.075664127802841,0.079374233173255,0.083107674941326,0.083804695727087,0.085471631527906,0.085005861996715,0.088531045127271,0.092875675777926,0.095371811819774,0.096194841210438,0.099769236166007,0.09976790986807,0.097923480428304,0.096774922640481,0.09552936317731,0.096420228043023,0.097933051060102,0.09759086574626,0.097694076425851,0.096142263049626,0.091646427973645,0.08936436031482,0.08726520253518,0.084041448928797,0.083854944726206,0.081669253828828,0.082986216575941,0.081399051236068,0.082872504712103,0.082079012335526,0.082942205841858,0.07861884274503,0.079820420024692,0.078335071732205,0.079770934404242,0.078579119637205,0.077725873166759,0.078225928776903,0.078781291293047,0.077496144828362,0.076820560588714,0.073929352588854,0.073871828999545,0.071775786223153,0.070825375766319,0.070220171074669,0.070300686774185,0.069345813782959,0.069479005090448,0.071283822466938,0.071989883690398,0.07094130776996,0.069657557205286,0.066363213303997,0.065767413845512,0.062078585274363,0.063002849625951,0.060713290245955,0.061225120254079,0.058950105989435,0.059782495387955,0.057278811671486,0.056457136878669,0.054306902413478,0.054928711583184,0.052803673230071,0.053298830927692,0.052749624281138,0.052892267955069,0.051695843808151,0.053557422425136,0.053093079898476,0.054126708830186,0.058048010726116,0.065483809051893,0.072774369070181,0.081088273008395,0.093540794134512,0.106876435738106,0.122700607426972,0.13721982251271,0.155641792981341,0.168604210596114,0.191697494573402,0.20168829298138,0.222956317356719,0.231764303234186,0.255060044814483,0.27864991261502,0.296130494585468,0.302087413157339,0.332904589741199,0.344557072070257,0.362003754715621,0.37111879369363,0.379293670959005,0.379879939747825,0.389162618119839,0.395466286665395,0.402419762052927,0.405374607253367,0.419790686362384,0.417819478308252,0.421680907879247,0.413497599085357,0.387197460075884,0.387446031056367,0.452758719424953,0.495029424995474,0.47660988921767,0.456810306093978,0.437377137252198,0.435857725664311,0.444387202160973,0.434271976490471,0.441794154972431,0.43062361858555,0.433058672242885,0.434126068028009,0.438526085175501,0.436997156941785,0.451308482098368,0.44321801454472,0.44444274976755,0.443150969194599,0.460937380128577,0.441583518085468,0.448480635610264,0.441621511632287,0.447992479169313,0.436525743169347,0.429257043257791,0.44478507386619,0.447237498153331,0.44925117031074,0.457449139255464,0.461625718472622,0.444724190225048,0.449550813927118,0.44663466818369,0.465587279476758,0.467927921079399,0.459152331026338,0.469380482205182,0.4534825062946,0.475233136182411,0.472785201956295,0.457960067836349,0.458728757321557,0.4828479417958,0.471036367897154,0.457678108284951,0.450211258426189,0.441639263783528,0.466827632182239,0.468788244085598,0.468707152136644,0.457790401480837,0.469889815655544,0.474834616399649,0.45556421779093,0.457561616455152,0.451547519595907,0.447087056490258,0.457147020091458,0.459405324013113,0.43578104716436,0.447254224394622,0.438669943104495,0.476629019552906,0.462389256355877,0.473379562958488,0.463586524791048,0.44580948473259,0.480441568200991,0.456716117966594,0.446911861639985,0.501830203347523,0.475948681612667,0.477138867329805,0.480833859878529,0.427025156231992,0.428678378279916,0.417672247999914,0.434403401175597,0.504801532284365,0.544599971590131,0.460446358338736,0.481788478309302,0.452109144720747,0.521349349278693,0.437356820770658,0.47049604974911,0.459579034656021,0.488223563020531,0.504935189753683,0.506183745759652,0.453601726695384,0.468354137643535,0.494336749234292,0.462625944180555,0.452377695560304,0.453397618036779,0.462067296910579,0.454902013926954,0.480133052440806,0.442101070664467,0.45945367016532,0.51112092176308,0.419870082713061,0.469022664972599,0.469543243609794,0.4667086959314,0.450806862392064,0.465436098399528
