,spectral_date,LWP_date,month,short_name,English_name,Latin_name,plot,treatment,ID,LWP,LAI,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274
140,,2022-03-14,2022-03,pist_2,pistacia,Pistacia lentiscus,2,drought,Pl2,-1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,2022-03-14,2022-03,pine_3,pine,Pinus halepensis,3,control,Ph3,-2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,2022-03-14,2022-03,cyp_3,cypress,Cupressus sempervirens,3,control,Cse3,-1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,2022-03-14,2022-03,quer_3,oak,Quercus calliprinos,3,control,Qc3,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,2022-03-14,2022-03,cera_3,carob,Ceratonia siliqua,3,control,Csi3,-2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,2022-03-14,2022-03,cera_4,carob,Ceratonia siliqua,4,control,Csi4,-2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,2022-03-14,2022-03,pine_4,pine,Pinus halepensis,4,control,Ph4,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,2022-03-14,2022-03,cyp_4,cypress,Cupressus sempervirens,4,control,Cse4,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,2022-03-14,2022-03,quer_4,oak,Quercus calliprinos,4,control,Qc4,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,2022-03-14,2022-03,pist_3,pistacia,Pistacia lentiscus,3,control,Pl3,-1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022-04-12,2022-04-12,2022-04,cera_2,carob,Ceratonia siliqua,2,drought,Csi2,-2.4,,0.010193676943637,0.010010793356002,0.0091750165868,0.007699389062181,0.007591585630033,0.007036344670753,0.005163858674955,0.006086424513774,0.003842440699121,0.005410824061795,0.004611035488519,0.005237992042791,0.00462491174664,0.004871153200938,0.004675100107869,0.005222992279818,0.005190001512831,0.005303544564598,0.005199443400825,0.005847909361563,0.005633492220901,0.006258000911824,0.006101580429444,0.006344754791666,0.005992250200799,0.006213090200358,0.006402457389681,0.006521687325601,0.006629026098653,0.00658549305218,0.006207936666044,0.006563052346916,0.00627866828807,0.006730528895832,0.006543533723228,0.006504505010329,0.006389071518775,0.006492884096301,0.006100691720919,0.006584039132515,0.00641495515586,0.006696665208042,0.006263076407623,0.006269693416295,0.0061857009476,0.006443284570268,0.006444900564756,0.006574637778524,0.006453029844305,0.006748912473273,0.006525989549387,0.006909910444576,0.006884661353688,0.007443859332969,0.007594749820518,0.008169417629139,0.008344335686344,0.008757417207443,0.009119529336292,0.009671875359891,0.009963719204566,0.01055794397913,0.010921621768935,0.011624362853079,0.01165568512951,0.012133160677623,0.011908861898899,0.011958340068503,0.012130294152968,0.012331823169599,0.012597999175234,0.012586777624798,0.012644940108242,0.012912839428882,0.012467263458317,0.012381849919813,0.012007878019478,0.011872042461072,0.011463281501844,0.011326041820949,0.010805780622499,0.010803272437399,0.010367125239303,0.010199059076793,0.009783295998618,0.009831130039325,0.009362424988597,0.009383678156435,0.009036696660581,0.009129381462666,0.00896524272045,0.009060643501359,0.009005191681181,0.009133126514642,0.008824065902314,0.00899935941413,0.008506709624546,0.008777265909647,0.008339799389474,0.008309950886324,0.008073979519995,0.008037278718841,0.007789465560182,0.008081446019864,0.007645156606282,0.007950547039878,0.007587212242517,0.007834151000199,0.007596859274779,0.007717132306726,0.007394664299618,0.007442638963422,0.007098518822824,0.007259505383969,0.00669394709595,0.006829629991056,0.006631333538803,0.006789542710803,0.006541170450804,0.006612843465957,0.0062202107477,0.006357188770093,0.005950208426165,0.006193520737141,0.005925151353687,0.006083123805876,0.005891208279421,0.006002208826388,0.005862676656569,0.006220895807524,0.005941167633781,0.006370509261107,0.00641447275545,0.006893230152073,0.00722886816234,0.008276321679722,0.009326489287334,0.010748303020295,0.012355655539433,0.014432301507593,0.016198585128168,0.018670568121455,0.021168396468272,0.023176106818632,0.025966059676766,0.028122580510402,0.030318749879041,0.03193619664232,0.035838909668013,0.038785336590515,0.041349976467626,0.043561730060999,0.046906569869372,0.051445206235843,0.053647375235683,0.056448903284519,0.058641596003099,0.061112004863933,0.063344100573593,0.064879974548189,0.065921245862469,0.067653070343808,0.068078738387365,0.068060238730401,0.071934644552608,0.073932201051943,0.065869742402577,0.064261628853697,0.063182334035615,0.068454351234898,0.069554789091591,0.070994746069996,0.072654846923256,0.072877699935315,0.07146654574886,0.072820655066517,0.0714227767489,0.072406842440556,0.073495145212758,0.072613205872535,0.071806807338072,0.074234029007196,0.070915145022283,0.07334986585089,0.07319536919392,0.072922235032718,0.072562618466118,0.072913698463312,0.073232380473999,0.07475849803976,0.07056840263556,0.068485423075908,0.069975470363858,0.068162108388678,0.069384872478895,0.06891638351268,0.069889756306705,0.070426174884326,0.070851233358072,0.072688233005642,0.072788768467269,0.073163725046275,0.072144246312241,0.074894434755331,0.073655576282599,0.076071968673292,0.074245064696566,0.074671897238015,0.071606128847837,0.076785430952156,0.074169249685444,0.076804733758706,0.076093393257543,0.077056322576753,0.076174477977651,0.075531349438807,0.072618513056324,0.074937227993908,0.07588206617836,0.072409189860197,0.075965778755373,0.0792085334918,0.074531082733917,0.076950762906919,0.074241217774287,0.073929359221318,0.072035211803144,0.070790023363896,0.067274841760299,0.068549877497657,0.067066993927488,0.068854930550498,0.068901724307685,0.068256063385505,0.06558458390637,0.069746749069721,0.067709620449731,0.063933362992145,0.069649090408752,0.066434738256328,0.06956662687375,0.068089103526625,0.069351308490765,0.065183327800752,0.056822101380173,0.050227540802482,0.054454764508946,0.057426266557337,0.061590439612888,0.055802131595053,0.054863689492777,0.054353966903005,0.050705713133413,0.055394259808568,0.05622323137478,0.055200662752326,0.0574328140163,0.059870284636778,0.061049817524645,0.054920179811822,0.059164968461054,0.060051782867289,0.059596250832804,0.058371656164716,0.062520832302806,0.062494023662094,0.060814450388842,0.065466670834327,0.061320146220005,0.065831838195331,0.059542364214043,0.061305423660049,0.063202591512939,0.067784006338263
151,2022-04-12,2022-04-12,2022-04,cera_1,carob,Ceratonia siliqua,1,control,Csi1,-1.21,,0.037627015419634,0.040278872142455,0.041282832984207,0.037825769457338,0.03595235932847,0.033266004101186,0.032382167580708,0.032169992695396,0.025855826083134,0.025182531308696,0.025007149413353,0.02612667744593,0.023265290545469,0.022929374321628,0.021990730480312,0.025249570248083,0.025645358867707,0.028203750909954,0.02797076157251,0.029568511482564,0.029738164571445,0.030393952105671,0.030912108528636,0.031165192183823,0.031388526848903,0.03186990670376,0.031097491860401,0.0317946677395,0.030963810201906,0.033208752324022,0.032067172184593,0.032205901551528,0.031249974051007,0.032581453891496,0.031093269256806,0.032624541512187,0.031933276982193,0.033213852754862,0.032080866407281,0.032201410664074,0.030876453332908,0.032100342098325,0.031368681555292,0.032938677011849,0.032764236188634,0.033580046631785,0.033194439180146,0.033965099372822,0.033586804357567,0.035165290634619,0.035693045256557,0.036776233030048,0.036221189789146,0.038067586090425,0.038978247590019,0.040584151668148,0.042583185499652,0.044022020083823,0.045821413664634,0.047514046134955,0.050856209588398,0.052624929053564,0.052706820392982,0.054830519635722,0.057136822159924,0.056604450581877,0.057556042765804,0.05848523558657,0.058974026986338,0.059375948908812,0.060482714805529,0.060192074724799,0.060316649898145,0.060929508062167,0.061041520627312,0.061339324577969,0.059504564315118,0.058904379645395,0.057411543345499,0.056041483102133,0.054919800643067,0.054289409100726,0.052819442422693,0.051572136979065,0.051291804177356,0.051714816405908,0.049989638213091,0.049521777451498,0.049102818009012,0.050461834162466,0.048316651922944,0.048387984194981,0.047504070510327,0.047981397541025,0.048229532220812,0.047273865029355,0.047197371800835,0.047481549481681,0.046121418731695,0.046250084693804,0.04557741382401,0.044704533389743,0.043486268433043,0.043809408598684,0.043550194197746,0.043917847056348,0.042629892204219,0.043678068051337,0.043550848799073,0.043677027982006,0.04270301240721,0.042602818041868,0.041356314985338,0.040495116137327,0.039552332786893,0.039745477957762,0.03750125020977,0.038250206661527,0.03768224887451,0.038281353404289,0.036616215110364,0.036503095728596,0.036018773645286,0.03563233001897,0.034281344225645,0.034801019720977,0.034564195596183,0.034967775066626,0.035097225586799,0.036213426116387,0.035154919442956,0.037025049734646,0.037355092301439,0.040513147443718,0.043959444382603,0.048716227023211,0.054134677874531,0.06081629172311,0.070378459633396,0.081274020998895,0.090929912549075,0.10061037160453,0.111832792161273,0.123568142011494,0.134836976642226,0.14593355441476,0.162955980235645,0.180422830385956,0.195387293299189,0.2124610069677,0.226323012869092,0.240738757072092,0.252150236107954,0.266554045558334,0.285810074309785,0.297983145366015,0.300100333713723,0.312422150511655,0.328928640058861,0.327852577606339,0.338216712159639,0.34775781237025,0.345183881307627,0.341748157745721,0.346237245990471,0.33776369140024,0.342319342367362,0.3880449603355,0.368311861315663,0.365679452305806,0.362687696044079,0.357745085263479,0.360834620140388,0.357807375729222,0.363775025335571,0.357807242931669,0.366472879865186,0.373882316403601,0.363256686685735,0.370151253898286,0.366823475301181,0.368163908461618,0.360002068903753,0.369680280486619,0.373715133541443,0.374366563501436,0.370890151449505,0.36574832472877,0.362244680681301,0.365861960864477,0.368335644071847,0.370337941948817,0.375635966862247,0.371332133430696,0.354136948706159,0.363471779067563,0.369246048996167,0.364959703562269,0.367547994036443,0.367723015863431,0.36994797420082,0.376361356762953,0.361008131801911,0.353942147406286,0.37288407110506,0.376309760010298,0.366544720213462,0.362291568481558,0.366031807595931,0.393600564298259,0.386124415547818,0.387941703137777,0.362642313190928,0.378510207582728,0.385975037690637,0.378357273743303,0.370565531321494,0.383452047666642,0.372699186427155,0.373743429824747,0.391918788105825,0.383159784242443,0.380528852464601,0.384554612745504,0.386713204082092,0.357519009203544,0.375910533624083,0.38212646518973,0.34506834229163,0.35998088130121,0.379654765611772,0.36547625190663,0.366897989238314,0.382781926694287,0.361958046685636,0.350909836161445,0.389752190353384,0.363423988992398,0.365892383677856,0.384375978206002,0.351415354311927,0.373064809530499,0.316734182629912,0.345708199838065,0.329194811313997,0.341728219797625,0.391077710520342,0.343300164563806,0.31788362971078,0.321059543879138,0.403814251516792,0.32295221229736,0.323563797753918,0.383683127837501,0.334997262274981,0.321424432934474,0.306261264509682,0.314383259792555,0.375091036813275,0.312712369331396,0.321457065367586,0.324070496644804,0.323950513343836,0.324825869622217,0.319279407579297,0.327191043246466,0.36178441145499,0.330754216454357,0.374316922536827,0.326550305329164,0.338507342284966,0.315095664327789,0.322590761193823,0.358297031100116
152,2022-04-12,2022-04-12,2022-04,quer_3,oak,Quercus calliprinos,3,control,Qc3,-0.94,,0.033195646893789,0.033839685880574,0.028923573155,0.023894334456829,0.022756738098789,0.020989678137804,0.015927474211838,0.01919981032549,0.012019544080192,0.016669630954658,0.014791085311102,0.016682948226628,0.015934107034713,0.015548829504305,0.015087814826098,0.016756586225309,0.016556470360399,0.017672569692781,0.017432915492288,0.0187514568822,0.018027505634841,0.019842458912045,0.019580073885067,0.020889293253165,0.01984728691227,0.020867920377524,0.021618442671383,0.022154888365807,0.022764265124294,0.023102355340717,0.022250438586799,0.023914485167738,0.022949035726326,0.024729589303238,0.024337500655177,0.024599495289523,0.024675687656326,0.025570589838711,0.024276613486249,0.026214324221988,0.025577368901436,0.026934132508799,0.025813901464386,0.026380040777813,0.026636394701466,0.027974742586493,0.02815919534454,0.028839047858145,0.028892624506508,0.030678008266625,0.030418969332391,0.032631334772553,0.033140500911909,0.036023423389957,0.037223193451384,0.040163899099105,0.041877937133301,0.044061840996083,0.046237654586662,0.048893676719733,0.050748419096972,0.053332663974152,0.054881665260899,0.057896265174522,0.058190169327897,0.060183985439778,0.059710824989539,0.059982848667561,0.061183162475525,0.062027875200941,0.063640433770969,0.063325988999405,0.063842357941257,0.064972632646746,0.063509019427489,0.063268598757479,0.062200475731705,0.061442987996362,0.060051567144425,0.059400881918343,0.057497123760446,0.057437915509708,0.055585096517024,0.054629204935552,0.053050490066452,0.053180000499715,0.051211857366425,0.051186769253861,0.050132484188705,0.050456360583701,0.04986152149411,0.049860613609854,0.049782847776328,0.049923070855738,0.048701158732406,0.04940170760289,0.047288420349255,0.048718584126093,0.046938441717291,0.046490632612198,0.045672817375523,0.045110932837057,0.044214567860672,0.045493411077705,0.043518595171113,0.04495741898378,0.043547370864007,0.044730905530863,0.044015157458796,0.044420256925278,0.043059815222813,0.042793162027288,0.041305983572439,0.041703350786587,0.038993774988983,0.039411139270548,0.038746748413986,0.038913962298954,0.038097107309332,0.038135801466184,0.036385180365777,0.036549403373837,0.034690037345254,0.035585816359992,0.034469997066785,0.034800270552865,0.034137945697418,0.034209630121873,0.033862635286468,0.035475740323769,0.034506896873924,0.036528737965239,0.037906372768371,0.041009268675737,0.044180346574737,0.049935244557795,0.056110295495552,0.062507925764782,0.070170447845851,0.078920240906522,0.085712149594159,0.09477724636742,0.103923450981645,0.109748884439037,0.118962609623181,0.125333116245807,0.133343250053261,0.138641832211,0.149112670826497,0.156090542624746,0.161727516466434,0.166009422687748,0.172446165810723,0.182620150323678,0.182921042963772,0.187565618992588,0.189681660037546,0.194119146552051,0.197487389832829,0.199978454381034,0.201035753479047,0.205356577881382,0.205212778083394,0.2038859505081,0.211279445474518,0.219916805828362,0.206834491040146,0.211258232183795,0.199185418555099,0.209220926446278,0.207651834184574,0.211001333064673,0.215045012322422,0.216107945294227,0.211299953236576,0.21596295863784,0.21176251226575,0.216007046883413,0.220087065931666,0.21966327726988,0.217036136924393,0.225586049031905,0.215181732463818,0.224000519660165,0.222852615795855,0.223202753303329,0.220582844338623,0.22236095872952,0.223896689555672,0.232885536394808,0.224753622206051,0.22300218096047,0.226815250617442,0.219962273645988,0.2225477978607,0.221731380864513,0.222733077593423,0.225953915601485,0.226024404129899,0.231691899067436,0.229667657767505,0.230923636931345,0.226153095982388,0.235351009431808,0.229942441907449,0.237942549034983,0.231866488484457,0.234340387733687,0.225094119062784,0.242637137229294,0.232880801610021,0.241909467918603,0.238635301282905,0.243356796273945,0.241015397029265,0.239921870147582,0.229418364062499,0.237928874653925,0.240492504035177,0.23069040509342,0.241586454290962,0.253448375716668,0.23823878420149,0.247715502115248,0.23930932482751,0.240932119883867,0.238630340909447,0.241548664788478,0.235815202498926,0.244537206602345,0.235551525235854,0.240040054232048,0.242230378733884,0.247020927835475,0.237934070047583,0.256249689987696,0.24933154959567,0.233314779336424,0.24819729853225,0.237179247803886,0.249130369461461,0.249349280153381,0.261069204898399,0.262871490128643,0.246698149222685,0.228250832114324,0.23911740886098,0.24495295039637,0.261304396626308,0.242676611114534,0.239164512030045,0.236643887409231,0.221300944920015,0.24225095817746,0.241437510578545,0.237594889704635,0.243445882073515,0.252202482652949,0.253118077045653,0.223462576663389,0.232769026861641,0.23424594619475,0.232687558058809,0.231760643759016,0.245380147851427,0.24323475142725,0.234002089695533,0.249478860398903,0.230375919241057,0.247766098408409,0.22236832528084,0.228190259507226,0.234294923955252,0.250479857842335
153,2022-04-12,2022-04-12,2022-04,quer_6,oak,Quercus calliprinos,6,drought,Qc6,-1.24,,0.018412918114063,0.018850515405865,0.018070990631231,0.015641382998827,0.01550729445405,0.014488754980755,0.01099019747023,0.013039838913397,0.008428301650905,0.011859862908352,0.010331917596932,0.011735262496268,0.010641977678081,0.011152128793699,0.010871817062297,0.012255452088232,0.012449835990242,0.012528218403002,0.012283415997014,0.013205144380493,0.012893544949017,0.013999012927431,0.013862653274484,0.014352605390492,0.01389661034259,0.014302238911586,0.015202761345153,0.01536345135476,0.016038078390506,0.0158704837707,0.015538120366261,0.016370344939611,0.016090901263587,0.017088581317726,0.017151190962707,0.016892975614735,0.017207079426148,0.017404003949742,0.01682666078755,0.017884740090558,0.017919866848531,0.018656241833409,0.018180374665662,0.017902322168951,0.018284300737975,0.018696067370459,0.019282458391971,0.019697228750647,0.020301503367386,0.021511838347567,0.021972156895614,0.023646343832303,0.025016741123342,0.027390135407751,0.029511959140453,0.03212940135459,0.034752129758084,0.036512772175848,0.039573242456883,0.041842856984701,0.044474798209844,0.046728227234475,0.049242112119483,0.051851038156913,0.052982108418805,0.054707563502594,0.05484364254191,0.054855361649641,0.056613892239349,0.057072871081914,0.059144592450292,0.058540869849015,0.059504459162265,0.060269548668288,0.059081276647714,0.058367090411759,0.057552237468138,0.056491056073714,0.055387960555795,0.05432446788459,0.05261141782484,0.051914427939877,0.050354425107786,0.048878113085837,0.047463667990477,0.046974913604655,0.045234891063528,0.04476174663715,0.043914785272536,0.043678032526621,0.043437210091246,0.043042276461634,0.043358984437501,0.043020000621142,0.042193813394021,0.042247942590429,0.040516440792617,0.041076385829504,0.039601570078932,0.038590878711918,0.037935174109456,0.036834990724638,0.03625506064471,0.036819400603576,0.035463332347596,0.036180636708795,0.035342569362134,0.035878363046004,0.035504608364818,0.035326131270394,0.034363318666568,0.033590942699505,0.032290551212974,0.031912897489487,0.029624039308421,0.029264250732091,0.028694292548507,0.028411178337141,0.027745672097356,0.027174648212521,0.025717424425972,0.025188975571468,0.023678503174794,0.023733404595069,0.022875219430393,0.022771377942724,0.02241170319571,0.022254564137655,0.022302996135823,0.023240521055418,0.023098615899998,0.024692694304749,0.026826692481252,0.029840559764053,0.034440721310201,0.040252780259317,0.04845717748935,0.055452869320459,0.065158949814931,0.074336128965281,0.08283099056117,0.092325434416404,0.102692614630311,0.108755568546249,0.11902178700524,0.125885522484184,0.134846912946335,0.139726939073,0.151084994583783,0.158180137696827,0.164411210272001,0.168660234477854,0.174791731014768,0.184031532039533,0.183537682415546,0.18814463236381,0.190719518821609,0.194548538918242,0.197666179335261,0.199614140965327,0.201502472090519,0.206189874206243,0.207691422750848,0.207553961565646,0.223747024940799,0.241701041434532,0.226492076374084,0.224546812832525,0.213028316030508,0.223917413327452,0.220672416059548,0.224779931281106,0.230287385459847,0.231651405140992,0.227607920895153,0.232668780238706,0.228876988726091,0.233486932956431,0.23903137449687,0.238305878265236,0.23672251734662,0.245603130846354,0.234987814435709,0.244198402986596,0.244088261350017,0.243964448380073,0.242072117505182,0.243848958907506,0.246499017498135,0.256070032150282,0.247495641632087,0.24422139214455,0.248962250815325,0.241140007868107,0.244680132994823,0.243065048841258,0.245116306951595,0.24793509042023,0.248577123427453,0.253951884073577,0.25250296110882,0.253356642051866,0.249018679990917,0.25851160693477,0.253837972023272,0.262230670903764,0.256425926841427,0.258261316811421,0.248871870061141,0.266696360829891,0.257375802869352,0.266664967832092,0.264868406504503,0.268818440027699,0.267388150692145,0.264603403826131,0.255244883427883,0.263140951269809,0.267619922273249,0.255277215345083,0.269276040647476,0.280627846879564,0.265682467671156,0.274393962257104,0.266896660802472,0.267000074546713,0.266961210282801,0.268143451583039,0.263497770004121,0.269437570800264,0.263643075624423,0.265983212801315,0.272120737189316,0.272813572578415,0.266792096013525,0.282260865545728,0.278903612724446,0.256840192321834,0.278598052484499,0.262133098018682,0.279893959814762,0.27719196304915,0.295565580173178,0.294497300900081,0.273013780511783,0.245277958389049,0.26555704881694,0.265874558618563,0.290341965995815,0.26302324475148,0.263672548048923,0.252256343387042,0.24049968534084,0.253608503603655,0.26191014562425,0.248122243148082,0.262675911296446,0.264162002595789,0.273987506981069,0.2339941833437,0.252941881131181,0.247879132469256,0.253765250029723,0.244813206053687,0.266100176608788,0.258351313199133,0.254014369160011,0.265640332517281,0.251837899373951,0.263976133212617,0.24144378038289,0.243707253143616,0.254754493517389,0.269543259849478
