,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 09:53:15,1641981195000000000,MP_001,8,ph1,97.63,18.74,16.66,18.62,19.9,801.1,7,26.35,0.1632916,13.75143,11.87452,2.065459,,morning,3.19,0.011903366277741299,0.520900204,0.037971738425994744,6.588814210000001,173.51889808367113,12.648899269772604,1.1,0.17962076000000002,0.01309370290551543,2.2720049
2022-02-13 10:15:57,1644747357000000000,MP_005,8,ph1,97.984,24.99,26.82,25.54,26.01,1169.8,7,58.55,0.1238657,17.57832,7.046506,1.237409,,morning,3.19,0.007056653909001981,0.39513158299999995,0.02251072596971632,3.94733471,175.35350549379658,9.98992457153191,1.1,0.13625227,0.00776231929990218,1.3611499
2022-04-14 08:13:00,1649923980000000000,MP_005,8,ph1,97.274,14.58,13.84,14.47,17.24,1150.1,7,,-0.0241957,,,0.0262,,morning,3.19,,0.077184283,,0.083578,,1.0828370330265293,1.1,-0.026615270000000003,,0.028820000000000002
2022-05-09 08:09:40,1652083780000000000,MP_005,8,ph1,97.25,22.86,22.09,22.57,23.64,1299.5,7,38.68,0.6667856,16.56363,40.25601,1.799702,3.03,morning,2.6402640264026402,0.040589473315033625,1.7604900330033002,0.1071669262443132,4.7516884488448845,44.339131627347875,2.699071485646961,,,,
2022-06-27 08:22:46,1656318166000000000,MP_001,8,ph1,96.95,24.66,24.67,23.56,24.78,1100.9,7,52.93,0.2721273,15.45436,17.60845,0.3756463,,morning,3.19,0.01767195525315867,0.868086087,0.056373537257576156,1.1983116969999998,21.25663485554929,1.3804065229765625,1.1,0.29934003000000003,0.01943915077847454,0.41321093000000003
2022-07-27 08:11:54,1658909514000000000,MP_005,8,ph1,96.54,25.98,26.15,25.05,26.62,1699.9,7,39.5,0.2866154,21.92601,13.07194,-0.4106248,3.55,morning,2.2535211267605635,0.013106905854472514,0.6458938591549297,0.029536689249515524,0.925351661971831,31.32888910313498,1.4326683074252116,,,,
2022-08-17 08:27:17,1660724837000000000,MP_005,8,ph1,96.768,27.3,26.66,26.21,27.59,1249.3,7,65.5,0.0407819,11.91546,3.422603,0.4540876,3.13,morning,2.5559105431309903,0.003424995326383483,0.10423488817891374,0.00875398166487791,1.160607284345048,132.58050208187575,11.134537625760446,,,,
2022-09-07 08:13:59,1662538439000000000,MP_005,8,ph1,96.956,25.22,26.22,25.07,25.84,1300.5,7,68.99,0.1557042,12.65125,12.30742,0.7366092,2.1,morning,3.8095238095238093,0.012338410612559437,0.5931588571428571,0.04700346900022642,2.8061302857142856,59.700493291266824,4.730824216687797,,,,
2022-12-01 08:41:42,1669884102000000000,MP_001,8,ph1,97.79,20.57,20.66,19.08,20.51,700.6,7,46.37,0.2184876,13.67217,15.98046,1.310394,3.71,morning,2.1563342318059298,0.016032747895189627,0.4711322911051213,0.03457196311631186,2.8256474393530997,81.73233986877341,5.997566909975669,,,,
2023-01-11 09:13:26,1673428406000000000,MP_001,8,ph1,98.15,23.04,23.21,21.52,22.89,698.8,7,40.72,0.4314731,17.6637,24.4271,2.083214,1.52,morning,5.2631578947368425,0.024549482174699922,2.270911052631579,0.1292078009194733,10.964284210526316,84.85775729098302,4.828143399901407,,,,
2023-02-26 10:30:56,1677407456000000000,MP_001,8,ph1,97.83,19.87,20.06,19.88,19.83,797.6,7,50.41,0.8211271,12.2556,67.00018,2.640565,2.79,morning,2.867383512544803,0.06792900770271496,2.3544863082437275,0.19477851671029378,7.571512544802867,38.872421212984435,3.215781089188263,,,,
2023-04-24 09:36:37,1682328997000000000,MP_001,8,ph1,97.35,23.82,23.85,22.69,23.82,1247.3,7,70.38,0.5209998,9.271694,56.19252,4.450837,1.9,morning,4.2105263157894735,0.05684440373340355,2.1936833684210524,0.23934485782485704,18.740366315789473,78.29859595104784,8.54287659995263,,,,
2023-05-22 09:56:12,1684749372000000000,MP_001,8,ph1,96.7,30.52,31.05,29.8,31.22,499.9,7,41.72,0.609360748,28.68544,6.53e-05,1.17,1.67,morning,4.790419161676647,6.530000087022246e-08,2.9190934035928144,3.128143754262154e-07,5.604790419161676,17917304.50854455,1.9200449058133293,,,,
2023-06-28 09:28:00,1687944480000000000,MP_002,8,ph1,,,,,,,7,48.54,0.173,19.68138,8.78,0.308,1.84,morning,4.3478260869565215,0.00879576056689333,0.7521739130434781,0.0382424372473623,1.3391304347826085,35.0168695086235,1.7803468208092486,,,,
2023-07-26 10:33:06,1690367586000000000,MP_001,8,ph1,96.66,35.14,36.11,34.75,36.14,798.7,7,42.49,0.1083555,38.59607,2.807424,0.0722,2.08,morning,3.846153846153846,0.0028090334179253643,0.416751923076923,0.010803974684328324,0.2776923076923077,25.702791408342847,0.6663251980748556,,,,
