,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous
2022-01-12 15:47:22,1642002442000000000,MP_001,8,csi6,97.44,19.34,17.24,20.29,20.53,198.5,7,28.87,0.2500379,13.72324,18.22004,1.906478,,afternoon,,0.018288041806783933,,,,,
2022-02-13 14:41:46,1644763306000000000,MP_005,8,csi6,97.794,19.17,17.17,19.66,21.03,1200.2,7,61.01,0.0976,6.283692,15.53172,1.621289,,afternoon,,0.015581108042327178,,,,,
2022-03-16 15:33:37,1647444817000000000,MP_005,8,csi6,98.238,11.18,10.52,10.28,12.2,1000.0,7,54.71,0.8853269,5.596295,158.1987,5.966473,10.84,afternoon,1.355,0.16347661594339685,1.1996179495000001,0.22151081460330274,8.084570914999999,36.497409525934074,6.739288052808514
2022-04-14 15:11:41,1649949101000000000,MP_005,8,csi6,97.244,19.37,18.6,18.35,19.06,0.8,7,46.05,-0.0592,11.57285,-5.113359,0.1675865,12.98,afternoon,1.6225,-0.005108028554330501,0.09605200000000001,-0.008287776329401239,0.27190909625,-32.80845011289589,2.83085304054054
2022-05-09 14:12:48,1652105568000000000,MP_005,8,csi6,96.832,27.24,26.55,27.21,30.05,1632.5,7,27.42,0.4196028,26.22189,16.002,0.7686596,11.4,afternoon,1.425,0.016054429178717928,0.59793399,0.022877561579673047,1.09533993,47.87835129130287,1.8318743344896649
2022-06-27 15:23:08,1656343388000000000,MP_001,8,csi6,96.83,27.75,28.58,26.73,28.89,1400.3,7,43.95,0.9272278,24.14781,38.39801,2.847485,12.14,afternoon,1.5175,0.03870128599317938,1.4070681865,0.05872920149464971,4.3210584875,73.57597885770085,3.070965948173685
2022-08-17 14:40:18,1660747218000000000,MP_005,8,csi6,96.64,27.65,27.79,26.9,28.71,1330.3,7,57.32,0.9053283,17.18947,52.66761,3.887628,13.18,afternoon,1.6475,0.05323985818104791,1.4915283742499998,0.08771266635327643,6.4048671299999995,73.02100593092678,4.294163785667586
2022-09-07 15:20:57,1662564057000000000,MP_005,8,csi6,96.86,26.79,26.94,25.66,27.64,1399.9,7,64.52,0.926032,13.63031,67.93915,4.312011,8.85,afternoon,1.10625,0.06889437971378196,1.0244229,0.07621440755837129,4.77016216875,62.58871939792506,4.656438438412495
2022-12-01 16:33:27,1669912407000000000,MP_001,8,csi6,97.66,18.33,18.55,17.46,18.56,300.0,7,51.09,-0.00957,11.03037,-0.8673831,-84.96646,5.4,afternoon,1.4814814814814814,-0.0008672295856558329,0.014177777777777777,-0.0012847845713419746,125.87623703703703,-97974.586436353,8878.417972831767
2023-01-11 14:39:31,1673447971000000000,MP_001,8,csi6,97.9,19.26,20.03,18.4,19.37,1198.2,7,34.05,0.1586127,16.41052,9.665301,1.695093,18.41,afternoon,2.30125,0.009684403586871958,0.365007475875,0.022286233754289096,3.9008327662499998,175.0332877801421,10.686994168814982
2023-02-26 16:10:49,1677427849000000000,MP_001,8,csi6,97.84,17.76,18.03,17.06,17.83,600.0,7,68.92,0.2993502,6.9325,43.1807,5.220626,16.77,afternoon,2.09625,0.043564608220034044,0.62751285675,0.09132230998124637,10.9437372525,119.8364042121511,17.43986140647309
2023-04-24 16:43:01,1682354581000000000,MP_001,8,csi6,,,,,,,7,65.15,0.2,10.72,18.7,2.63,4.89,afternoon,1.6359918200408998,0.01877163870280458,0.32719836400818,0.03071024736655146,4.302658486707567,140.104976536069,13.15
