,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 11:28:49,1641986929000000000,MP_001,8,ph1,97.56,20.33,18.22,20.16,21.35,898.6,7,27.52,0.5422227,14.9165,36.35053,5.911949,,noon,3.19,0.03662221097524941,1.7296904129999997,0.11682485301104562,18.85911731,161.4306958145019,10.903175023841682,1.1,0.59644497,0.04028443207277436,6.5031439
2022-02-13 11:34:22,1644752062000000000,MP_005,8,ph1,97.922,24.42,24.97,23.65,24.6,1500.6,7,71.35,0.2838586,10.28802,27.59119,2.006595,,noon,3.19,0.027747431767737897,0.905508934,0.08851430733908389,6.4010380499999995,72.31642253583554,7.068994915073913,1.1,0.31224446000000006,0.03052217494451169,2.2072545
2022-03-16 12:11:50,1647432710000000000,MP_005,8,ph1,98.416,11.39,10.69,10.14,11.79,1249.5,7,71.79,1.958803,3.276257,597.8782,6.113891,,noon,3.19,0.6809670474694604,6.24858157,2.1722848814275784,19.50331229,8.978247952995396,3.1212383276929843,1.1,2.1546833000000003,0.7490637522164064,6.7252801
2022-04-14 12:11:33,1649938293000000000,MP_005,8,ph1,97.268,22.4,21.64,20.52,24.83,1497.8,7,39.31,-0.0165335,15.94427,-1.036955,0.1542092,,noon,3.19,-0.0010367356024149792,0.052741865,-0.003307186571703784,0.491927348,-148.74496413626,9.327075331901897,1.1,-0.01818685,-0.0011404091626564773,0.16963012
2022-05-09 11:06:00,1652094360000000000,MP_005,8,ph1,97.128,27.71,27.2,27.56,30.29,1700.6,7,30.97,1.986778,25.91499,76.66523,4.720417,3.03,noon,2.6402640264026402,0.07788379718872385,5.245618481848185,0.20563378795702666,12.463147194719472,60.60845991576063,2.3759156785509,,,,
2022-06-27 10:51:01,1656327061000000000,MP_001,8,ph1,96.93,28.66,29.65,27.24,29.06,1700.7,7,44.11,1.079859,25.80526,41.84647,0.5722337,,noon,3.19,0.04220692115508338,3.4447502099999996,0.13464007848471599,1.8254255029999997,13.557816688343788,0.5299152018920988,1.1,1.1878449,0.04642761327059172,0.62945707
2022-07-27 10:02:37,1658916157000000000,MP_005,8,ph1,96.532,31.53,32.04,29.93,32.89,1750.3,7,29.86,0.1015072,36.21038,2.803263,-0.3506851,3.57,noon,2.2408963585434174,0.0028048676493267863,0.2274671148459384,0.0062854177015726305,0.7858489635854342,125.02732529435751,3.454780547586772,,,,
2022-08-17 10:35:17,1660732517000000000,MP_005,8,ph1,96.7,29.33,28.26,28.3,29.55,1699.7,7,54.09,0.0956,17.38073,5.49861,-0.00861,2.5,noon,3.2,0.005504787281304664,0.30592,0.017615319300174927,0.027552,1.5640931356677932,0.09006276150627614,,,,
2022-09-07 11:43:10,1662550990000000000,MP_005,8,ph1,96.89,27.59,27.38,25.97,28.42,1499.5,7,48.85,0.0209,19.56529,1.065943,0.1742614,2.98,noon,2.684563758389262,0.0010661749350426091,0.056107382550335566,0.002862214590718414,0.46781583892617457,163.44541057236142,8.337866028708136,,,,
2022-12-01 12:27:54,1669897674000000000,MP_001,8,ph1,97.6,24.77,24.72,23.21,24.44,1149.7,7,28.12,0.0108,23.38931,0.4628298,0.4392647,4.23,noon,1.8912529550827422,0.0004628735207467414,0.020425531914893616,0.0008754109139418277,0.8307606619385343,948.9950932845458,40.67265740740741,,,,
2023-01-11 12:24:08,1673439848000000000,MP_001,8,ph1,97.93,22.76,23.0,21.87,22.8,1200.0,7,31.38,0.4226807,20.18612,20.93918,2.617034,1.2,noon,6.666666666666667,0.02102904345430972,2.8178713333333336,0.14019362302873148,17.446893333333332,124.44855162747125,6.191515250164011,,,,
2023-02-26 12:17:26,1677413846000000000,MP_001,8,ph1,97.79,22.24,22.42,19.97,22.09,1198.2,7,48.21,0.272334,14.8033,18.39684,2.532446,2.1,noon,3.8095238095238093,0.01846617044553044,1.0374628571428572,0.0703473159829731,9.647413333333333,137.13975008895005,9.299044555582482,,,,
2023-04-24 12:02:03,1682337723000000000,MP_001,8,ph1,97.34,25.66,25.78,24.88,25.76,1799.4,7,70.05,0.1368592,10.69535,12.79614,4.687951,2.81,noon,2.8469750889679717,0.012829644065635519,0.3896347330960854,0.036525677055190095,13.346479715302491,365.39992660878085,34.25382436840198,,,,
2023-05-22 12:38:46,1684759126000000000,MP_001,8,ph1,96.73,31.81,32.85,30.87,32.91,998.8,7,31.95,0.243700077,37.2872,1.65e-05,0.388,2.7,noon,2.962962962962963,1.6500000055561224e-08,0.7220743022222221,4.888888905351474e-08,1.1496296296296296,23515151.43596784,1.5921209577623565,,,,
