,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 10:16:22,1641982582000000000,MP_001,8,ph2,97.63,20.88,18.8,19.54,21.88,798.7,7,24.67,0.0154,16.21158,0.952437,0.9604237,,morning,3.47,0.0009526221658362781,0.053438000000000006,0.003305598915451885,3.332670239,1008.1895366741473,62.36517532467532,1.43,0.022022,0.0013622496971458775,1.373405891
2022-02-13 10:26:17,1644747977000000000,MP_005,8,ph2,97.98,25.91,26.68,24.07,26.12,1169.2,7,59.06,0.0362762,16.00611,2.266397,2.632541,,morning,3.47,0.0022674457616881534,0.12587841400000002,0.007868036793057892,9.134917269999999,1161.0160844773754,72.56937055149103,1.43,0.051874966,0.003242447439214059,3.7645336299999994
2022-03-16 10:27:49,1647426469000000000,MP_005,8,ph2,98.442,12.94,16.84,9.77,14.66,1249.8,7,75.72,1.055905,8.135313,129.7928,4.642628,,morning,3.47,0.13332433861573142,3.6639903500000006,0.4626354549965881,16.10991916,34.82205910941004,4.396823577878691,1.43,1.5099441500000002,0.19065380422049594,6.63895804
2022-04-14 08:22:31,1649924551000000000,MP_005,8,ph2,97.278,15.11,14.33,14.31,17.18,1199.1,7,,0.00511,,,0.0191,,morning,3.47,,0.0177317,,0.066277,,3.737769080234834,1.43,0.007307299999999999,,0.027312999999999997
2022-05-09 08:25:54,1652084754000000000,MP_005,8,ph2,97.21,23.15,22.43,23.12,23.86,1298.9,7,36.46,1.279189,17.61417,72.62276,3.241325,3.14,morning,2.5477707006369426,0.0737152922401399,3.2590802547770696,0.1878096617583182,8.258152866242037,43.97086278164429,2.533890613505901,,,,
2022-06-27 08:37:28,1656319048000000000,MP_001,8,ph2,96.95,25.4,25.4,23.93,25.42,1098.8,7,50.7,0.3044785,16.92661,17.98816,0.22514,,morning,3.47,0.018054438802835842,1.056540395,0.06264890264584037,0.7812358,12.470063592596237,0.7394282354911759,1.43,0.43540425499999996,0.025817847488055254,0.3219502
2022-08-17 08:34:03,1660725243000000000,MP_005,8,ph2,96.774,27.53,26.84,26.46,27.92,1249.7,7,64.04,0.1027982,12.55311,8.189063,0.8259557,3.08,morning,2.5974025974025974,0.008202771778544721,0.2670083116883117,0.021305900723492782,2.1453394805194805,100.69226869878067,8.034729207320751,,,,
2022-09-07 08:28:53,1662539333000000000,MP_005,8,ph2,96.976,26.13,26.83,24.49,26.82,1299.7,7,65.74,0.1560851,13.85438,11.26613,0.640483,2.57,morning,3.11284046692607,0.011292092895210106,0.48586801556420234,0.035150483720498386,1.9937214007782103,56.719600692594454,4.103421787217358,,,,
2022-12-01 09:04:48,1669885488000000000,MP_001,8,ph2,97.78,23.11,23.28,22.1,22.88,698.8,7,46.49,0.2899771,16.12453,17.9836,0.2335878,2.86,morning,2.7972027972027975,0.01804984514185573,0.8111247552447552,0.050489077319876174,0.6533924475524476,12.941263382827255,0.8055387822003877,,,,
2023-01-11 09:39:13,1673429953000000000,MP_001,8,ph2,98.12,21.99,22.16,19.72,21.65,698.8,7,37.26,0.0701,17.49912,4.008068,0.2380324,1.0,morning,8.0,0.004011349175564777,0.5608,0.03209079340451822,1.9042592,59.33973573030732,3.395611982881598,,,,
2023-02-26 10:41:00,1677408060000000000,MP_001,8,ph2,97.82,20.92,21.11,20.42,20.97,799.4,7,48.24,0.8237622,13.64544,60.36902,3.27805,2.3,morning,3.4782608695652177,0.061122056458941004,2.8652598260869566,0.21259845724849047,11.401913043478261,53.63121252639861,3.979364433085179,,,,
2023-04-24 09:50:54,1682329854000000000,MP_001,8,ph2,97.38,23.89,23.92,22.86,23.98,1250.2,7,75.33,0.290066,7.770227,37.33044,3.576349,2.32,morning,3.4482758620689657,0.03761702368276902,1.0002275862068966,0.12971387476816904,12.332237931034484,95.07262004990031,12.329431922390079,,,,
2023-05-22 09:42:56,1684748576000000000,MP_001,8,ph2,96.72,30.48,31.03,29.77,31.2,498.9,7,43.18,1.330770796,27.99093,0.000151,2.64,2.18,morning,3.6697247706422016,1.5100000465326543e-07,4.8835625541284395,5.541284574431758e-07,9.688073394495413,17483443.16983377,1.9838126955710564,,,,
2023-06-28 09:46:00,1687945560000000000,MP,8,ph2,,,,,,,7,53.01,0.129,18.93672,6.8,4.34,1.72,morning,4.651162790697675,0.006809449848769721,0.6000000000000001,0.031671859761719635,20.186046511627907,637.3495798319327,33.643410852713174,,,,
2023-07-26 10:39:14,1690367954000000000,MP_001,8,ph2,96.67,35.42,36.35,34.82,36.38,799.6,7,41.89,0.2531659,39.45829,6.416039,0.0301,2.64,morning,3.0303030303030303,0.006424451148800877,0.767169393939394,0.01946803378424508,0.0912121212121212,4.685225134853451,0.11889436926537103,,,,
