,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 12:18:53,1641989933000000000,MP_001,8,ph5,97.51,22.71,20.46,22.94,24.37,898.6,7,26.83,1.309353,17.34144,75.50428,8.513762,,noon,2.93,0.07668593641119449,3.8364042900000004,0.22468979368479988,24.945322660000002,111.02116500669312,6.502266386528309,0.89,1.16532417,0.0682504834059631,7.57724818
2022-02-13 12:29:53,1644755393000000000,MP_005,8,ph5,97.88,24.53,22.6,22.38,24.52,1500.6,7,68.85,0.1328197,6.49471,20.45044,1.968778,,noon,2.93,0.020536148832557406,0.38916172100000007,0.0601709160793932,5.76851954,95.86890005777312,14.822936657739774,0.89,0.11820953300000002,0.018277172460976092,1.75221242
2022-03-16 13:07:00,1647436020000000000,MP_005,8,ph5,98.386,11.73,11.07,11.27,12.51,1249.6,7,54.9,0.9333744,5.774208,161.6454,0.1211775,,noon,2.93,0.16715981112937392,2.734786992,0.4897782466090656,0.355050075,0.7249200581245827,0.12982732331205998,0.89,0.8307032160000001,0.1487722319051428,0.107847975
2022-04-14 12:46:36,1649940396000000000,MP_005,8,ph5,97.252,21.11,20.4,21.02,23.3,1163.5,7,39.82,-0.0239,14.64106,-1.633377,0.1583409,,noon,2.93,-0.0016328327078796129,0.070027,-0.004784199834087266,0.46393883700000005,-96.97313094960022,6.625142259414226,0.89,-0.021271,-0.0014532211100128554,0.140923401
2022-05-09 12:13:16,1652098396000000000,MP_005,8,ph5,97.024,28.52,27.88,28.34,30.33,1585.0,7,25.38,0.8450549,29.20485,28.93543,2.515954,3.28,noon,2.4390243902439024,0.02910731421488835,2.061109512195122,0.07099344930460573,6.136473170731707,86.43717456807103,2.977266920764556,,,,
2022-06-27 11:46:29,1656330389000000000,MP_001,8,ph5,96.9,29.11,29.51,28.26,29.54,1699.7,7,44.18,0.5519578,24.95339,22.11955,1.36438,,noon,2.93,0.022219854732192137,1.6172363540000003,0.06510417436532297,3.9976334,61.4036417629358,2.4718918728931807,0.89,0.49124244200000006,0.019775670711651004,1.2142982
2022-07-27 11:07:28,1658920048000000000,MP_005,8,ph5,96.52,31.99,31.91,30.63,32.6,1749.9,7,25.23,0.3296566,37.76916,8.728195,0.3085669,2.54,noon,3.149606299212598,0.008743769965161442,1.0382885039370078,0.027539432961138397,0.9718642519685038,35.289915131510746,0.9360252456647311,,,,
2022-08-17 11:48:01,1660736881000000000,MP_005,8,ph5,96.676,29.67,28.93,28.37,30.34,1699.5,7,52.5,-0.005,19.27005,-0.2595919,-0.1871798,2.33,noon,3.4334763948497855,-0.0002595781480847633,0.017167381974248927,-0.0008912554440678569,0.6426774248927039,-721.092285236883,37.43596,,,,
2022-09-07 12:54:10,1662555250000000000,MP_005,8,ph5,96.856,27.72,28.1,26.44,28.74,1499.9,7,59.34,0.1569135,16.99412,9.233401,0.1350984,1.99,noon,4.0201005025125625,0.009250832969467576,0.630808040201005,0.037189278269216385,0.5431091457286432,14.603917338675663,0.8609737211903373,,,,
2022-12-01 13:39:28,1669901968000000000,MP_001,8,ph5,97.6,24.2,24.23,22.51,24.11,1149.7,7,32.77,0.0118,21.28832,0.552283,-5.157002,4.27,noon,1.873536299765808,0.0005523452552846172,0.022107728337236534,0.0010348388857791425,9.661830444964872,9336.555262600483,437.0340677966102,,,,
2023-01-11 13:26:14,1673443574000000000,MP_001,8,ph5,97.91,20.18,20.37,18.89,20.23,1198.2,7,31.95,0.4603882,16.98941,27.09854,3.736516,3.68,noon,2.1739130434782608,0.027249236843792032,1.0008439130434783,0.059237471399547895,8.122860869565217,137.12369346047427,8.116011661463087,,,,
2023-02-26 13:09:43,1677416983000000000,MP_001,8,ph5,97.78,21.51,21.94,20.95,21.46,1200.0,7,49.56,0.4769259,14.21208,33.55779,2.251682,2.48,noon,3.2258064516129035,0.033789196276102496,1.5384706451612904,0.10899740734226612,7.263490322580647,66.63911096318408,4.721240762978065,,,,
2023-04-24 13:07:21,1682341641000000000,MP_001,8,ph5,97.31,26.08,26.03,25.25,26.03,1799.4,7,64.46,0.2602582,12.5902,20.67149,1.955865,3.53,noon,2.26628895184136,0.02075906567725648,0.589820283286119,0.04704604119491554,4.432555240793201,94.21739062865603,7.515094625260606,,,,
2023-05-22 13:37:42,1684762662000000000,MP_001,8,ph5,96.73,32.18,32.95,30.89,33.11,999.8,7,30.53,2.126818272,37.97294,0.000138,3.31,2.31,noon,3.463203463203463,1.380000038865307e-07,7.365604405194805,4.779220913819245e-07,11.463203463203463,23985506.57086661,1.5563153860284307,,,,
