,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous
2021-10-12 10:11:38,1634033498000000000,MP_005,8,csi6,97.136,30.87,30.65,29.67,30.03,199.7,7,39.81,0.7569531,27.95535,27.07722,2.053531,,morning,,0.027227679154809014,,,,,
2022-01-12 11:00:04,1641985204000000000,MP_001,8,csi6,97.6,23.35,21.22,22.24,23.29,799.9,7,27.34,0.9571691,18.09608,52.89374,7.615526,,morning,,0.053470939586952655,,,,,
2022-02-13 11:06:59,1644750419000000000,MP_005,8,csi6,97.948,25.9,27.76,25.06,25.72,1169.9,7,68.14,0.6055737,15.28047,39.63057,5.73887,,morning,,0.03995371047340326,,,,,
2022-03-16 11:46:38,1647431198000000000,MP_005,8,csi6,98.44,12.57,11.81,12.06,15.32,968.5,7,68.46,0.8564255,3.989745,214.6567,1.713298,10.29,morning,1.28625,0.22449109118642385,1.101577299375,0.28875166603853764,2.2037295525,7.6319197832987875,2.0005219368176217
2022-04-14 08:53:29,1649926409000000000,MP_005,8,csi6,97.284,17.62,16.89,15.88,20.12,1179.8,7,57.41,0.1789184,8.004908,22.35109,0.6962642,9.31,morning,1.16375,0.022453510496720026,0.20821628800000003,0.026130272840557932,0.81027746275,31.009146658902587,3.8915181445843463
2022-05-09 09:47:45,1652089665000000000,MP_005,8,csi6,97.182,27.37,26.75,27.41,31.05,1296.9,7,,0.1863889,,,-0.2510413,11.4,morning,1.425,,0.2656041825,,0.35773385250000006,,1.3468682952686561
2022-06-27 09:32:50,1656322370000000000,MP_001,8,csi6,96.95,27.75,28.18,26.68,29.26,1099.9,7,46.64,0.5827721,22.11213,26.35531,0.9078659,10.81,morning,1.35125,0.026497832159364906,0.787470800125,0.03580519570534183,1.226753797375,34.261893370742804,1.5578403633255606
2022-07-27 08:46:40,1658911600000000000,MP_005,8,csi6,96.55,26.89,26.92,25.82,28.5,1699.3,7,31.7,0.3391639,25.74898,13.17194,2.483207,17.34,morning,2.1675,0.013207443602998383,0.7351377532500001,0.028627134009498994,5.3823511725,188.01571860857743,7.321554564032315
2022-08-17 09:44:17,1660729457000000000,MP_005,8,csi6,96.74,27.99,27.71,27.19,29.22,1250.1,7,60.45,0.4434397,15.29281,28.99661,1.919474,16.54,morning,2.0675,0.029169224002531437,0.9168115797499999,0.060307370625233746,3.9685124949999997,65.80476737514235,4.328602062467569
2022-09-07 09:56:22,1662544582000000000,MP_005,8,csi6,96.956,28.2,30.52,27.3,29.72,1300.5,7,,0.7474832,,,3.797747,12.03,morning,1.50375,,1.124027862,,5.71086205125,,5.080712181892517
2022-12-01 10:16:29,1669889789000000000,MP_001,8,csi6,97.73,23.92,24.51,22.75,24.18,697.0,7,33.89,0.5337359,21.62639,24.67984,0.5008688,1.79,morning,4.4692737430167595,0.02480477425712284,2.3854118435754192,0.11085932628881714,2.2385197765363127,20.19243532749235,0.9384206683492715
2023-01-11 10:46:02,1673433962000000000,MP_001,8,csi6,98.02,22.48,22.8,21.72,22.75,698.8,7,31.48,0.7654991,19.93845,38.39312,4.274266,17.03,morning,2.12875,0.03869631844852088,1.629556209125,0.08237478789728883,9.0988437475,110.45665767109631,5.583632952671009
2023-02-26 11:33:54,1677411234000000000,MP_001,8,csi6,97.81,21.12,21.33,20.49,21.2,799.4,7,55.78,0.7936872,11.88869,66.75986,4.879244,7.6,morning,1.0526315789473684,0.06768199065730676,0.8354602105263158,0.07124420069190185,5.136046315789473,72.09072831065217,6.147565438878187
2023-04-24 11:05:52,1682334352000000000,MP_001,8,csi6,97.35,25.62,25.91,23.96,25.34,1249.3,7,70.28,1.16555,10.92103,106.7253,10.03197,10.24,morning,1.28,0.1091016064654087,1.4919040000000001,0.13965005627572313,12.8409216,91.95070838100531,8.607069623782763
2023-05-22 11:06:55,1684753615000000000,MP_001,8,csi6,96.7,33.19,34.11,31.11,34.14,499.9,7,34.69,4.37142673,38.51946,0.000337,8.15,15.23,morning,1.90375,3.3700002317734857e-07,8.322103637237499,6.415637941238774e-07,15.515562500000001,24183974.59786229,1.8643798703221093
2023-06-28 11:04:00,1687950240000000000,MP_001,8,csi6,,,,,,,7,52.68,0.906,21.15072,42.9,3.21,22.05,morning,2.75625,0.04327891128451133,2.4971625,0.11928749922793434,8.8475625,74.17007278435851,3.543046357615894
2023-07-26 09:41:22,1690364482000000000,MP_001,8,csi6,96.64,33.32,33.51,32.2,34.39,798.7,7,47.77,0.7692471,29.39613,26.16831,2.664937,9.36,morning,1.17,0.026308811455899906,0.9000191069999999,0.030781309403402887,3.11797629,101.2944657141618,3.4643445519651626
