,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 15:08:08,1642000088000000000,MP_001,8,ph2,97.42,19.09,16.99,20.42,20.47,199.7,7,27.76,0.466728,13.75397,33.93407,3.150113,,afternoon,3.47,0.0341707131370495,1.61954616,0.11857237458556177,10.930892110000002,92.18751119901268,6.74935508476029,1.43,0.6674210399999999,0.048864119785980785,4.50466159
2022-02-13 13:54:56,1644760496000000000,MP_005,8,ph2,97.8,21.24,19.2,20.5,22.34,1199.3,7,70.25,0.2677275,4.713409,56.80124,4.325924,,afternoon,3.47,0.05746740734629689,0.9290144250000001,0.19941190349165022,15.01095628,75.27612954473673,16.157936708033354,1.43,0.382850325,0.08217839250520455,6.186071319999999
2022-03-16 15:04:41,1647443081000000000,MP_005,8,ph2,98.246,12.1,11.43,11.32,12.45,950.4,7,46.85,0.7109136,7.082445,100.3769,3.492145,,afternoon,3.47,0.10247613192794243,2.4668701920000005,0.3555921777899603,12.11774315,34.077642611018454,4.912193267930167,1.43,1.016606448,0.14654086865695767,4.99376735
2022-04-14 14:37:15,1649947035000000000,MP_005,8,ph2,97.218,19.96,19.21,18.73,19.46,0.1,7,46.35,-0.0536,11.98038,-4.469981,0.0586,,afternoon,3.47,-0.004465907016426287,0.18599200000000002,-0.015496697346999218,0.20334200000000002,-13.121634593926892,1.0932835820895523,1.43,-0.076648,-0.006386247033489591,0.083798
2022-05-09 13:27:53,1652102873000000000,MP_005,8,ph2,96.904,28.09,27.49,28.53,29.95,1612.8,7,30.65,1.686405,26.49966,63.63871,4.550085,3.14,afternoon,2.5477707006369426,0.06447609272796904,4.296573248407643,0.16427029994387016,11.592573248407643,70.57011067958561,2.698097432111503,,,,
2022-06-27 14:18:02,1656339482000000000,MP_001,8,ph2,96.85,27.94,28.5,27.14,28.34,1399.3,7,43.97,0.3149284,23.75392,13.25795,0.8383549,,afternoon,3.47,0.013293919412013981,1.092801548,0.04612990035968852,2.9090915030000004,63.06303461132478,2.662049214996171,1.43,0.45034761199999995,0.019010304759179992,1.198847507
2022-07-27 12:55:09,1658926509000000000,MP_005,8,ph2,96.478,30.79,30.04,28.96,31.46,1849.9,7,36.67,0.1459935,28.07113,5.200841,0.3554549,3.61,afternoon,2.21606648199446,0.005206367017764701,0.3235313019390582,0.011537655441029809,0.7877116897506926,68.27311612630238,2.4347309982978693,,,,
2022-08-17 13:47:41,1660744061000000000,MP_005,8,ph2,96.64,29.08,29.51,28.41,29.49,1330.1,7,53.12,0.042,21.24551,1.975816,-0.0686,2.5,afternoon,3.2,0.0019766130252328704,0.13440000000000002,0.006325161680745185,0.21952,34.70583221109657,1.633333333333333,,,,
2022-09-07 14:34:08,1662561248000000000,MP_005,8,ph2,96.846,26.73,26.88,25.39,27.69,1400.1,7,62.41,0.1117951,14.35717,7.786709,0.7221694,2.93,afternoon,2.73037542662116,0.007799102743576599,0.30524259385665525,0.02129447848075522,1.9717935836177471,92.59647215120793,6.459758969758066,,,,
2022-12-01 15:28:51,1669908531000000000,MP_001,8,ph2,97.63,21.62,21.52,20.6,21.33,300.0,7,40.24,0.4574701,15.94623,28.6883,-1.787906,3.54,afternoon,2.2598870056497176,0.028857252144222266,1.033830734463277,0.06521412913948535,4.040465536723164,61.95690397216044,3.9082466810399192,,,,
2023-01-11 13:55:49,1673445349000000000,MP_001,8,ph2,97.9,21.53,21.88,21.26,21.41,1200.0,7,27.62,0.338832,19.88863,17.03647,2.659742,2.66,afternoon,3.007518796992481,0.017095909581778097,1.0190436090225563,0.05141626941888149,7.999224060150375,155.57768291164345,7.849736742692544,,,,
2023-02-26 15:42:38,1677426158000000000,MP_001,8,ph2,97.85,20.48,20.68,19.68,20.65,605.4,7,60.44,0.4636175,10.25117,45.22583,1.966713,1.6,afternoon,5.0,0.0456471422233014,2.3180875,0.228235711116507,9.833565,43.08512875524672,4.242102595350693,,,,
2023-04-24 15:34:56,1682350496000000000,MP_001,8,ph2,,,,,,999.0,7,65.01,0.1,11.26,9.2,1.54,2.66,afternoon,3.007518796992481,0.00921730596221477,0.3007518796992481,0.02772122093899179,4.631578947368421,167.0770186335404,15.400000000000002,,,,
