,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 10:58:40,1641985120000000000,MP_001,8,ph6,97.59,22.71,20.58,22.72,23.25,799.9,7,28.33,0.8774654,17.09744,51.32146,7.831596,,morning,4.01,0.05186467857693861,3.5186362539999996,0.20797736109352383,31.40469996,151.00056946043202,8.925247650790562,1.82,1.596987028,0.09439371501002827,14.25350472
2022-02-13 11:13:54,1644750834000000000,MP_005,8,ph6,97.956,24.7,24.78,23.1,24.48,1169.6,7,70.76,-0.5164043,9.694358,-53.26854,2.317824,,morning,4.01,-0.052695678397440576,2.070781243,-0.2113096703737367,9.29447424,-43.98508702209964,4.488390201243483,1.82,-0.9398558260000001,-0.09590613468334185,4.21843968
2022-03-16 11:52:58,1647431578000000000,MP_005,8,ph6,98.436,14.53,13.74,13.88,15.42,1249.9,7,60.72,0.8990595,5.842474,153.8833,2.493588,,morning,4.01,0.15887265688178295,3.605228595,0.6370793540959496,9.999287879999999,15.69551393513534,2.773551694854456,1.82,1.63628829,0.289148235524845,4.53833016
2022-04-14 09:01:32,1649926892000000000,MP_005,8,ph6,97.272,16.66,15.97,15.0,20.17,1187.4,7,61.6,-0.0243667,6.753141,-3.608203,-0.2728702,,morning,4.01,-0.0036055479899848764,0.097710467,-0.014458247439839353,1.094209502,-75.68064570432873,11.198488100563475,1.82,-0.044347394000000005,-0.006562097341772475,-0.496623764
2022-05-09 09:45:43,1652089543000000000,MP_005,8,ph6,97.184,26.93,26.22,27.13,30.91,1299.9,7,,0.1874047,,,-0.2884196,2.29,morning,3.493449781659389,,0.6546889082969433,,1.0075793886462883,,1.539020099282462,,,,
2022-06-27 09:29:04,1656322144000000000,MP_001,8,ph6,96.96,28.3,28.68,26.25,28.47,1099.9,7,47.15,1.435607,22.51841,63.75261,0.7991918,,morning,4.01,0.06459301268291819,5.75678407,0.2590179808585019,3.2047591179999997,12.372728361861167,0.5566926045916465,1.82,2.61280474,0.1175592830829111,1.454529076
2022-07-27 08:45:00,1658911500000000000,MP_005,8,ph6,96.54,27.0,27.41,26.11,27.53,1699.5,7,31.05,-0.0182,27.03106,-0.6737109,1.850616,2.46,morning,3.252032520325203,-0.0006736182828613054,0.0591869918699187,-0.0021906285621505865,6.018263414634147,-2747.2769773100604,101.6821978021978,,,,
2022-08-17 09:46:33,1660729593000000000,MP_005,8,ph6,96.748,28.05,27.34,27.53,28.49,1249.5,7,59.44,0.0421,14.74547,2.854967,0.4474439,1.72,morning,4.651162790697675,0.0028566314057948384,0.1958139534883721,0.013286657701371342,2.0811344186046514,156.6334036279006,10.628121140142518,,,,
2022-09-07 09:48:00,1662544080000000000,MP_005,8,ph6,96.96,27.37,29.92,27.52,28.92,1300.3,7,,0.3222741,,,1.474116,1.56,morning,5.128205128205128,,1.6526876923076923,,7.55956923076923,,4.574106327501961,,,,
2022-12-01 10:11:06,1669889466000000000,MP_001,8,ph6,97.76,24.01,24.22,22.05,23.92,698.8,7,34.65,0.3192868,20.76872,15.37345,-0.7654834,5.16,morning,1.5503875968992247,0.015421835063317173,0.4950182945736433,0.023909821803592513,1.186795968992248,49.63633684689063,2.39747900633537,,,,
2023-01-11 10:36:43,1673433403000000000,MP_001,8,ph6,98.03,22.24,22.4,21.81,22.2,700.6,7,28.04,0.2611257,20.3168,12.8527,1.30492,0.84,morning,9.523809523809524,0.012886501292891255,2.4869114285714287,0.12272858374182147,12.427809523809524,101.26255143588506,4.997286747340457,,,,
2023-02-26 11:29:50,1677410990000000000,MP_001,8,ph6,97.82,22.23,22.48,21.55,22.27,803.0,7,50.23,0.5530736,14.35959,38.51597,2.609195,2.24,morning,3.571428571428571,0.03882111960779187,1.9752628571428572,0.1386468557421138,9.318553571428572,67.21070969515014,4.717627093392272,,,,
2023-04-24 10:56:32,1682333792000000000,MP_001,8,ph6,97.38,25.0,25.12,23.89,25.06,1261.8,7,70.92,0.061547,9.97698,6.168901,1.811829,1.87,morning,4.27807486631016,0.006176677185728106,0.2633026737967914,0.02642428742557478,7.75114010695187,293.3339310959023,29.43813670853169,,,,
2023-05-22 10:59:05,1684753145000000000,MP_001,8,ph6,96.7,32.97,34.0,32.04,33.9,499.9,7,34.4,0.907946082,38.53934,6.86e-05,1.66,2.62,morning,3.0534351145038165,6.860000096040001e-08,2.7723544488549616,2.0946565178748095e-07,5.068702290076335,24198250.390087463,1.828302399128586,,,,
