,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 10:42:47,1641984167000000000,MP_001,8,ph5,97.6,23.28,21.17,23.01,24.18,799.9,7,23.88,0.6524941,19.0565,34.23998,5.2767,,morning,2.93,0.03448092411265281,1.911807713,0.10102910765007272,15.460731000000001,153.0324414380678,8.086969675281356,0.89,0.580719749,0.030688022460261,4.696263
2022-02-13 11:02:56,1644750176000000000,MP_005,8,ph5,97.946,25.6,25.85,24.45,25.58,1169.9,7,68.23,0.0574,11.46585,5.005322,1.809901,,morning,2.93,0.005010440135967804,0.168182,0.014680589598385668,5.30300993,361.22595039256043,31.53137630662021,0.89,0.051086,0.004459291721011346,1.61081189
2022-03-16 11:32:44,1647430364000000000,MP_005,8,ph5,98.438,13.17,12.49,13.41,14.31,1249.6,7,65.94,0.5221926,4.623204,112.9504,0.285574,,morning,2.93,0.11561546385481361,1.5300243180000002,0.3387533090946039,0.83673182,2.470032904582861,0.5468748503904498,0.89,0.46475141400000003,0.10289776283078411,0.25416086
2022-04-14 08:51:48,1649926308000000000,MP_005,8,ph5,97.282,16.75,15.98,16.41,19.8,1196.4,7,59.65,-0.00543,7.073875,-0.7681006,-0.2765208,,morning,2.93,-0.00076798021508898,0.0159099,-0.0022501820302107114,0.8102059440000001,-360.0624007845849,50.92464088397791,0.89,-0.0048327,-0.0006835023914291922,-0.24610351200000002
2022-05-09 09:12:23,1652087543000000000,MP_005,8,ph5,97.2,25.84,25.06,25.48,29.59,1302.9,7,,-0.0482,,,22.12822,3.28,morning,2.4390243902439024,,0.11756097560975609,,53.97126829268292,,459.09170124481324,,,,
2022-06-27 09:21:36,1656321696000000000,MP_001,8,ph5,96.98,27.37,27.69,26.42,27.67,1098.8,7,48.63,1.088464,20.58386,52.87949,2.124716,,morning,2.93,0.053456376928412694,3.1891995200000003,0.1566271844002492,6.22541788,39.74672662244508,1.952031486571903,0.89,0.9687329600000001,0.0475761754662873,1.89099724
2022-07-27 08:29:54,1658910594000000000,MP_005,8,ph5,96.54,26.85,27.09,25.65,27.39,1699.5,7,34.89,0.1997622,24.97868,7.997307,1.735714,3.41,morning,2.3460410557184748,0.008010380770246236,0.4686503225806451,0.01879268215893545,4.072056304985336,216.68308283760206,8.688901103411956,,,,
2022-08-17 09:21:22,1660728082000000000,MP_005,8,ph5,96.752,27.66,27.17,26.78,28.06,1249.9,7,62.48,0.0645,13.70382,4.707366,2.305868,3.27,morning,2.4464831804281344,0.004711892653729351,0.15779816513761466,0.011527566125331744,5.641267278287461,489.37192959499197,35.749891472868214,,,,
2022-09-07 09:31:27,1662543087000000000,MP_005,8,ph5,96.954,27.01,26.43,27.22,27.54,1300.1,7,57.23,0.3290992,14.92482,22.05047,2.006867,2.18,morning,3.6697247706422016,0.022150147789659482,1.2077034862385319,0.08128494601709901,7.364649541284404,90.60287177573058,6.098061010175657,,,,
2022-12-01 10:07:11,1669889231000000000,MP_001,8,ph5,97.75,23.11,23.38,22.62,23.04,702.4,7,37.46,0.2825251,18.94726,14.91113,-0.3626531,6.5,morning,1.2307692307692308,0.014956644381374376,0.3477232,0.01840817770015308,0.44634227692307693,24.246956118821323,1.2836137390978712,,,,
2023-01-11 10:26:37,1673432797000000000,MP_001,8,ph5,98.05,20.44,20.52,19.42,20.4,698.8,7,30.96,0.3044393,17.31034,17.58714,3.014781,2.66,morning,3.007518796992481,0.017650491359716764,0.9156069172932331,0.053084184540501546,9.067010526315789,170.80436677703787,9.902732662964342,,,,
2023-02-26 11:15:12,1677410112000000000,MP_001,8,ph5,97.82,22.06,22.35,20.78,22.14,799.4,7,46.27,0.7059632,15.35711,45.96981,2.524173,2.5,morning,3.2,0.04640516440628071,2.25908224,0.14849652610009828,8.0773536,54.39422599391471,3.5755022358105917,,,,
2023-04-24 10:43:34,1682333014000000000,MP_001,8,ph5,97.38,26.23,26.27,25.18,26.25,1255.1,7,66.78,0.2409634,12.06706,19.96869,2.949536,3.2,morning,2.5,0.02005040025040331,0.6024085,0.05012600062600827,7.37384,147.1060908093678,12.240597534729341,,,,
2023-05-22 10:54:40,1684752880000000000,MP_001,8,ph5,96.69,32.49,33.33,31.81,33.35,499.9,7,36.04,1.972911457,36.05254,0.000162,3.67,3.06,morning,2.6143790849673203,1.6200000535591857e-07,5.157938449673202,4.235294257671074e-07,9.594771241830065,22654320.238674723,1.8601949859324072,,,,
2023-06-28 10:47:00,1687949220000000000,MP_001,8,ph5,,,,,,,7,51.17,0.109,23.21737,4.68,0.536,1.81,morning,4.419889502762431,0.0046844741508216,0.481767955801105,0.020704858125178343,2.3690607734806632,114.42052677481253,4.917431192660551,,,,
2023-07-26 10:29:05,1690367345000000000,MP_001,8,ph5,96.66,34.89,35.72,34.09,35.77,798.7,7,43.29,0.0936527,37.10802,2.523786,0.3756441,2.07,morning,3.8647342995169085,0.0025250865669645905,0.3619428019323672,0.009758788664597453,1.4517646376811595,148.76484034825077,4.011033317779412,,,,
