,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous
2022-01-12 14:51:03,1641999063000000000,MP_001,8,pl1,97.41,18.72,16.69,19.96,20.16,199.7,7,26.4,0.1619824,13.81495,11.72515,1.90454,,afternoon,,0.011753274266073642,,,,,
2022-02-13 13:32:01,1644759121000000000,MP_005,8,pl1,97.796,24.75,22.69,24.23,25.12,1200.0,7,69.65,0.9609973,6.103619,157.4471,3.372901,,afternoon,,0.16267415593825005,,,,,
2022-03-16 14:51:05,1647442265000000000,MP_005,8,pl1,98.27,12.46,11.8,10.96,12.63,999.7,7,42.14,0.9074994,7.963163,113.9622,5.133067,4.03,afternoon,1.9851116625310172,0.1166757980891835,1.8014876426799005,0.23161448752195235,10.189711166253101,43.99427374026991,5.656275915995097
2022-04-14 14:09:33,1649945373000000000,MP_005,8,pl1,97.218,19.96,19.21,19.21,19.22,1.0,7,48.24,0.1897697,11.52109,16.47151,0.1195106,2.16,afternoon,3.7037037037037033,0.01652706627293578,0.7028507407407407,0.061211356566428815,0.4426318518518518,7.23120474174578,0.6297665011853841
2022-05-09 13:22:34,1652102554000000000,MP_005,8,pl1,96.894,28.24,27.64,27.86,30.02,1610.3,7,27.49,0.6193748,28.01467,22.10895,0.9602291,4.29,afternoon,1.8648018648018647,0.02220915840258466,1.155011282051282,0.04141568000481988,1.7906370163170162,43.23572656802026,1.5503199355220783
2022-06-27 14:02:15,1656338535000000000,MP_001,8,pl1,96.86,28.42,28.85,27.02,28.94,1399.3,7,42.27,0.3651314,24.81818,14.71225,0.6521636,7.33,afternoon,1.0914051841746248,0.014756556561074627,0.3985063028649386,0.016105382331322922,0.7117747339699864,44.19483619371612,1.7861065906684552
2022-07-27 12:35:35,1658925335000000000,MP_005,8,pl1,96.48,30.85,29.94,29.33,31.41,1849.9,7,34.96,0.5363435,28.53579,18.79547,0.8532206,3.64,afternoon,2.1978021978021975,0.01886784346649781,1.178776923076923,0.04146778783845673,1.8752101098901097,45.220886081390205,1.5908099939684177
2022-08-17 13:18:32,1660742312000000000,MP_005,8,pl1,96.65,29.63,29.33,28.5,29.96,1330.3,7,51.97,0.329046,20.56227,16.00242,0.2853779,3.43,afternoon,2.332361516034985,0.016054851935450795,0.7674542274052477,0.03744571879988523,0.6656044314868804,17.77518105725134,0.8672887681357623
2022-09-07 14:24:56,1662560696000000000,MP_005,8,pl1,96.858,27.76,27.8,26.03,28.44,1400.1,7,57.84,0.3954027,16.8186,23.50985,1.189138,4.69,afternoon,1.7057569296375266,0.02362319238971497,0.674460895522388,0.04029542411891679,2.028380383795309,50.337735069106294,3.007409913994012
2022-12-01 15:17:02,1669907822000000000,MP_001,8,pl1,97.62,21.99,22.07,20.82,21.98,298.2,7,38.3,0.4695434,17.144,27.38821,-1.583921,9.18,afternoon,1.1475,0.02754215496408344,0.5388010515,0.03160462282128575,1.8175493474999997,57.50897132288756,3.3733218271197076
2023-01-11 13:46:31,1673444791000000000,MP_001,8,pl1,97.9,20.62,20.85,19.92,20.69,1198.2,7,30.79,0.7545704,17.80873,42.37082,3.074657,2.85,afternoon,2.807017543859649,0.04274040078127166,2.118092350877193,0.1199730548246222,8.630616140350877,71.93795434289139,4.074711915548238
2023-02-26 14:56:41,1677423401000000000,MP_001,8,pl1,97.82,20.37,20.3,19.08,20.29,600.0,7,56.49,0.319905,10.74305,29.77787,3.714029,4.84,afternoon,1.6528925619834711,0.0299599400407636,0.5287685950413223,0.049520562050848926,6.138890909090909,123.96650310203155,11.609787280598928
2023-04-24 15:17:48,1682349468000000000,MP_001,8,pl1,,,,,,999.0,7,66.78,0.7,10.96,63.9,2.65,2.81,afternoon,2.8469750889679717,0.06474431876925622,1.99288256227758,0.18432546268827396,7.544483985765125,40.93023218677142,3.785714285714286
2023-05-22 15:43:27,1684770207000000000,MP_001,8,pl1,96.76,28.58,28.77,27.61,28.65,350.0,7,30.63,1.271453957,29.25409,8.72e-05,1.62,5.84,afternoon,1.36986301369863,8.720000155180412e-08,1.7417177493150684,1.194520569202796e-07,2.219178082191781,18577981.3207639,1.274131863824936
