,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous
2022-01-12 14:48:34,1641998914000000000,MP_001,8,qc1,97.42,18.96,16.95,20.36,20.4,199.7,7,24.93,0.0563,14.40149,3.910734,0.6854748,,afternoon,,0.0039138576849632135,,,,,
2022-02-13 13:37:37,1644759457000000000,MP_005,8,qc1,97.8,23.41,21.5,24.17,24.0,1200.0,7,71.88,0.1054785,5.179538,20.36445,0.8486811,,afternoon,,0.020449438073300373,,,,,
2022-03-16 14:49:28,1647442168000000000,MP_005,8,qc1,98.276,12.39,11.67,11.35,12.58,999.7,7,38.15,0.377235,8.457025,44.60611,3.48884,5.46,afternoon,1.465201465201465,0.04501590271597924,0.5527252747252747,0.06595736661681939,5.11185347985348,77.50238892269445,9.248452556098984
2022-04-14 14:07:02,1649945222000000000,MP_005,8,qc1,97.218,19.4,18.62,17.92,19.24,0.6,7,48.97,-0.0647,10.89622,-5.939688,0.0242,3.54,afternoon,2.2598870056497176,-0.005932496738838832,0.1462146892655367,-0.013406772291161202,0.05468926553672317,-4.079226852594388,0.37403400309119017
2022-05-09 13:18:14,1652102294000000000,MP_005,8,qc1,96.888,28.49,27.89,28.76,30.28,1616.6,7,26.6,0.5202993,28.80511,18.06274,0.613977,6.79,afternoon,1.1782032400589102,0.0181295705549481,0.613018321060383,0.021360318768716465,0.7233896907216495,33.86605314996981,1.1800457928734478
2022-06-27 13:51:53,1656337913000000000,MP_001,8,qc1,96.85,27.74,28.77,26.87,28.63,1400.3,7,41.97,0.378204,25.39671,14.89185,1.42258,7.7,afternoon,1.0389610389610389,0.014937246578665818,0.3929392207792207,0.01551921722458786,1.4780051948051947,95.2370969112745,3.761409186576557
2022-07-27 12:45:11,1658925911000000000,MP_005,8,qc1,96.48,30.3,31.42,29.54,32.17,1849.5,7,36.95,0.6448277,32.19255,20.03034,0.5263398,7.47,afternoon,1.07095046854083,0.020112556601427724,0.6905785274431058,0.021539551915852984,0.5636838554216868,26.169711311720405,0.8162487436566388
2022-08-17 13:29:42,1660742982000000000,MP_005,8,qc1,96.646,29.33,29.11,28.59,29.95,1329.3,7,53.34,0.1023185,19.81276,5.164276,0.6111878,4.95,afternoon,1.6161616161616161,0.005169724547838574,0.16536323232323233,0.00835511038034517,0.9877782626262626,118.2244420073664,5.973385067216583
2022-09-07 14:13:49,1662560029000000000,MP_005,8,qc1,96.858,26.87,27.38,26.04,27.41,1400.1,7,59.84,0.2675756,16.25008,16.46611,0.9898626,8.19,afternoon,1.02375,0.016521629790512214,0.2739305205,0.01691401849803688,1.01337183675,59.913132817468345,3.6993754288507623
2022-12-01 15:13:03,1669907583000000000,MP_001,8,qc1,97.63,21.88,21.94,20.84,21.87,298.2,7,37.44,0.5146697,17.23239,29.86641,-1.1802,10.82,afternoon,1.3525,0.03004956769573953,0.69609076925,0.04064204030848772,1.5962204999999998,39.27510744746355,2.2931211998685757
2023-01-11 13:44:43,1673444683000000000,MP_001,8,qc1,97.9,20.77,21.07,19.66,20.84,1198.2,7,29.63,0.4955957,18.39451,26.94258,4.046063,8.05,afternoon,1.00625,0.027091542459189818,0.498693173125,0.027260864599559755,4.071350893750001,149.34782713442445,8.164039760635536
2023-02-26 14:51:54,1677423114000000000,MP_001,8,qc1,97.82,20.33,20.65,19.19,20.34,598.2,7,55.57,0.361532,11.53929,31.33053,3.555658,17.38,afternoon,2.1725,0.03153214609165078,0.78542827,0.06850358738411132,7.724667005,112.76295592647539,9.834974497416548
2023-04-24 15:24:00,1682349840000000000,MP_001,8,qc1,,,,,,999.0,7,63.23,0.36,14.06,25.9,0.97,8.05,afternoon,1.00625,0.026037627459428406,0.36225,0.026200362631049835,0.9760625,37.25377826806398,2.6944444444444446
2023-05-22 15:42:05,1684770125000000000,MP_001,8,qc1,96.75,28.69,29.03,27.74,28.74,350.0,7,29.97,1.15776227,30.07809,7.6e-05,1.46,9.71,afternoon,1.21375,7.600000117877554e-08,1.4052339552125002,9.224500143073881e-08,1.772075,19210526.017830286,1.2610533594258517
