,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-01-12 12:06:15,1641989175000000000,MP_001,8,ph4,97.52,23.26,21.34,22.57,23.89,898.6,7,25.9,1.013602,18.76726,54.00903,8.372735,,noon,3.92,0.05461096577321935,3.9733198399999994,0.21407498583101983,32.8211212,153.31600314063488,8.26037734732173,1.54,1.5609470799999998,0.08410088729075779,12.8940119
2022-02-13 12:15:27,1644754527000000000,MP_005,8,ph4,97.894,24.03,22.23,22.49,23.9,1500.3,7,69.34,0.0508,6.35881,7.982221,0.9655332,,noon,3.92,0.00799524545227537,0.19913599999999998,0.03134136217291945,3.784890144,120.76342193162044,19.00655905511811,1.54,0.078232,0.01231267799650407,1.486921128
2022-03-16 12:58:20,1647435500000000000,MP_005,8,ph4,98.392,12.04,11.3,10.88,12.29,1249.9,7,52.38,0.7633427,6.185553,123.4073,5.27219,,noon,3.92,0.1265956316518258,2.992303384,0.4962548760751571,20.6669848,41.64590777113093,6.906714376124905,1.54,1.175547758,0.19495727274381175,8.1191726
2022-04-14 12:34:34,1649939674000000000,MP_005,8,ph4,97.262,20.86,20.12,20.03,23.04,1148.7,7,40.85,-0.0283,14.10622,-2.003808,0.241677,,noon,3.92,-0.002002988896902954,0.11093599999999999,-0.007851716475859579,0.94737384,-120.65818256590636,8.53982332155477,1.54,-0.043581999999999996,-0.0030846029012305495,0.37218258000000004
2022-05-09 11:54:05,1652097245000000000,MP_005,8,ph4,97.048,28.05,27.47,28.18,30.1,1579.4,7,24.95,0.4049796,28.7041,14.10877,0.1607067,2.57,noon,3.11284046692607,0.014149511265317301,1.260636887159533,0.044045171253905994,0.5002543190661479,11.357756249427332,0.3968266549722505,,,,
2022-06-27 11:35:58,1656329758000000000,MP_001,8,ph4,96.9,28.1,28.69,27.16,28.74,1698.7,7,45.29,0.1278899,23.52235,5.436952,0.4811608,,noon,3.92,0.005442991445556306,0.501328408,0.021336526466580717,1.886150336,88.40006544431057,3.7623049200914225,1.54,0.196950446,0.00838220682615671,0.7409876320000001
2022-07-27 10:56:43,1658919403000000000,MP_005,8,ph4,96.518,32.51,32.06,31.29,33.25,1749.9,7,24.47,0.2101774,38.19983,5.502051,0.4150564,2.22,noon,3.603603603603603,0.0055082360194896466,0.7573960360360359,0.01984949916933206,1.4956987387387386,75.35196359259423,1.9747908195648058,,,,
2022-08-17 11:35:51,1660736151000000000,MP_005,8,ph4,96.676,29.84,29.02,28.97,30.42,1699.5,7,52.9,0.00986,19.08183,0.5165214,-0.1681148,1.94,noon,4.123711340206186,0.0005165758535679777,0.040659793814433,0.0021302097054349597,0.6932569072164949,325.44068569762777,17.050182555780932,,,,
2022-09-07 12:44:07,1662554647000000000,MP_005,8,ph4,96.862,28.18,28.28,26.87,28.76,1499.3,7,55.76,0.2322952,18.2371,12.73751,0.091,2.33,noon,3.4334763948497855,0.012770707349504366,0.7975800858369099,0.04384792223005791,0.31244635193133047,7.125682040120647,0.39174292021531226,,,,
2022-12-01 13:06:57,1669900017000000000,MP_001,8,ph4,97.59,24.34,24.42,23.45,24.25,1146.1,7,29.8,-0.000656,22.51299,-0.0292,-7.155505,18.31,noon,2.28875,-2.9199825992873677e-05,0.0015014199999999998,-6.683110174118962e-05,16.37716206875,-245053.00140303327,10907.782012195123,,,,
2023-01-11 13:02:56,1673442176000000000,MP_001,8,ph4,97.92,21.08,21.0,20.42,21.11,1200.0,7,28.93,0.2550574,18.31323,13.92749,1.971093,2.42,noon,3.3057851239669422,0.013967189570013156,0.8431649586776859,0.04617252750417573,6.516009917355372,141.12309352712128,7.728036904634015,,,,
2023-02-26 12:58:50,1677416330000000000,MP_001,8,ph4,97.77,22.54,22.91,20.91,22.53,1200.0,7,50.45,0.5251148,14.78429,35.51844,2.447502,1.9,noon,4.2105263157894735,0.03577778101393399,2.2110096842105262,0.15064328847972205,10.305271578947368,68.40843480613842,4.660889390281897,,,,
2023-04-24 12:46:34,1682340394000000000,MP_001,8,ph4,97.32,25.55,25.56,25.05,25.59,1800.4,7,66.14,0.0676,11.73937,5.75885,1.195577,3.14,noon,2.5477707006369426,0.005765626199272997,0.1722292993630573,0.014689493501332475,3.0460560509554138,207.3629053771737,17.68605029585799,,,,
2023-05-22 13:33:41,1684762421000000000,MP_001,8,ph4,96.73,32.01,32.86,30.58,32.98,998.8,7,30.19,0.854303927,38.02332,5.42e-05,1.3,2.59,noon,3.088803088803089,5.4200000599518375e-08,2.638776608494209,1.6741312926492163e-07,4.015444015444015,23985239.5870924,1.5217066888187205,,,,
