,Date_Time,Code,Area,Label,Pamb,Tcuv,Tleaf,Tamb,Ttop,PARtop,Impeller speed,RH,E,VPD,GH2O,A,LA,Time of day,Area factor,gs,E_corrected,gs_corrected,A_corrected,WUE_intrinsic,WUE_instantaneous,Area factor std,E_corrected_std,gs_corrected_std,A_corrected_std
2022-02-13 10:37:05,1644748625000000000,MP_005,8,ph3,97.95,25.69,26.91,26.16,26.63,1169.9,7,63.37,0.2783898,15.2948,18.2016,2.859185,,morning,2.63,0.018269463974587726,0.732165174,0.048048690253165716,7.51965655,156.5007601743018,10.270437350793742,0.97,0.270038106,0.017721380055350094,2.77340945
2022-03-16 11:13:49,1647429229000000000,MP_005,8,ph3,98.43,15.72,15.02,15.25,16.34,1249.6,7,61.41,0.5149507,6.293908,81.81733,1.896025,,morning,2.63,0.08320666617648184,1.354320341,0.21883353204414724,4.98654575,22.786936277179038,3.6819544084511393,0.97,0.499502179,0.08071046619118738,1.83914425
2022-04-14 08:24:24,1649924664000000000,MP_005,8,ph3,97.276,16.28,15.5,13.94,17.76,1199.2,7,57.21,-0.00577,7.320241,-0.7881929,-0.0226,,morning,2.63,-0.0007880661350750211,0.015175099999999999,-0.0020726139352473054,0.05943799999999999,-28.67779618248481,3.9168110918544192,0.97,-0.0055969,-0.0007644241510227704,-0.021921999999999997
2022-05-09 08:46:00,1652085960000000000,MP_005,8,ph3,97.204,24.39,23.57,24.63,26.36,1299.5,7,,0.1055394,,,-1.829682,4.5,morning,1.7777777777777777,,0.1876256,,3.2527679999999997,,17.33648286800948,,,,
2022-06-27 08:43:53,1656319433000000000,MP_001,8,ph3,96.95,25.45,25.34,24.28,25.93,1099.9,7,51.73,0.219746,16.39556,13.40277,0.8813267,,morning,2.63,0.013439530599496534,0.57793198,0.03534596547667588,2.317889221,65.57719359878656,4.010660944909122,0.97,0.21315362,0.013036344681511637,0.854886899
2022-08-17 08:57:04,1660726624000000000,MP_005,8,ph3,96.764,29.18,28.27,27.93,30.26,1250.3,7,59.81,0.1209427,15.15382,7.981009,1.20127,5.16,morning,1.5503875968992247,0.007994029494150833,0.18750806201550385,0.012393844176978034,1.8624341085271316,150.27089916029954,9.932554837952187,,,,
2022-09-07 08:51:02,1662540662000000000,MP_005,8,ph3,96.99,24.84,24.82,24.03,25.36,1300.3,7,71.05,0.1866561,9.601328,19.44066,1.563006,3.18,morning,2.5157232704402515,0.019518097694105695,0.4695750943396226,0.04910213256378791,3.9320905660377354,80.07983280419867,8.373720440960676,,,,
2022-12-01 09:20:19,1669886419000000000,MP_001,8,ph3,97.78,23.83,24.21,22.97,23.78,700.6,7,49.08,0.528759,16.45242,32.13868,-1.055036,3.65,morning,2.191780821917808,0.03235086656084114,1.1589238356164382,0.07090600890047373,2.3124076712328767,32.61229488291545,1.9953059900635264,,,,
2023-01-11 09:53:13,1673430793000000000,MP_001,8,ph3,98.1,22.93,23.02,20.18,22.88,700.6,7,35.46,0.3839356,18.9255,20.28669,1.945326,3.04,morning,2.6315789473684212,0.02037102892833678,1.010356842105263,0.05360797086404416,5.1192789473684215,95.49473454892535,5.0668028700646675,,,,
2023-02-26 10:47:44,1677408464000000000,MP_001,8,ph3,97.82,20.75,20.86,19.33,20.82,797.6,7,47.68,0.4619168,13.52024,34.16483,2.606348,2.15,morning,3.7209302325581395,0.03440471391882352,1.7187601860465116,0.12801754016306427,9.698039069767443,75.75554925844084,5.642462019134182,,,,
2023-04-24 10:07:22,1682330842000000000,MP_001,8,ph3,97.38,24.28,24.26,23.27,24.29,1250.2,7,75.39,0.469882,7.84745,59.87703,4.061243,3.03,morning,2.6402640264026402,0.06061776711429296,1.2406125412541256,0.1600469098727207,10.722753795379539,66.99756842482584,8.64311252612358,,,,
2023-05-22 10:10:53,1684750253000000000,MP_001,8,ph3,96.69,31.2,32.08,30.39,32.01,498.9,7,40.61,1.028714401,31.40529,0.000102,2.0,2.67,morning,2.9962546816479403,1.0200000212326535e-07,3.0822903400749064,3.056179838899337e-07,5.992509363295881,19607842.729091637,1.9441742023401498,,,,
2023-06-28 10:07:00,1687946820000000000,MP_001,8,ph3,,,,,,,7,54.52,0.194,20.01748,9.69,0.515,2.07,morning,3.8647342995169085,0.00970920043923596,0.7497584541062803,0.037523479958399844,1.990338164251208,53.042472778585115,2.654639175257732,,,,
2023-07-26 10:44:59,1690368299000000000,MP_001,8,ph3,96.66,35.36,36.28,34.69,36.32,799.6,7,42.3,0.1258542,39.02974,3.224572,0.3173577,2.48,morning,3.2258064516129035,0.0032266954105455866,0.4059812903225807,0.010408694872727699,1.0237345161290323,98.35378293309051,2.5216297906625287,,,,
