band,wavelength,mean,stdev,stdev/mean,median,min,max
1,398.08,0.070799861431671,0.068719699078849,0.9706191183039312,0.061730379238725,0.0,0.889268219470978
2,400.292,0.071772407281896,0.093372993062452,1.3009594717328725,0.06084543466568,0.0,4.89052104949951
3,402.503,0.05992544066915,0.335832286669782,5.604168829127536,0.049806173890829,0.0,27.7131004333496
4,404.715,0.053445880484792,0.041811515983509,0.7823150372722636,0.052394781261683,0.0,0.428424537181854
5,406.927,0.04932496877833,0.065100097083108,1.3198203403974278,0.047863125801086,0.0,4.68291425704956
6,409.139,0.047309382568143,0.036822911297996,0.778342673252127,0.047025140374899,0.0,1.57101476192474
7,411.351,0.0393569883677,0.02703963364439,0.6870351306295894,0.040142480283976,0.0,0.235308542847633
8,413.563,0.038684133012363,0.02716646355814,0.7022637304410548,0.038766717538238,0.0,0.31957945227623
9,415.775,0.038369637900929,0.025389113502874,0.6616980219732352,0.039092160761356,0.0,0.242866352200508
10,417.986,0.037717354373589,0.025213283289107,0.6684796351135968,0.038006000220776,0.0,0.215246349573135
11,420.198,0.034893358417062,0.022568804705294,0.6467937088640457,0.03581265732646,0.0,0.184462174773216
12,422.41,0.032655827087389,0.021654513335285,0.663113302178389,0.033123541623354,0.0,0.332509994506836
13,424.622,0.030505409319583,0.019306958290941,0.6329027776246511,0.031496156007051,0.0,0.178418546915054
14,426.834,0.032242836548629,0.020356995398321,0.631364903879296,0.033027622848749,0.0,0.161089599132538
15,429.046,0.033412997676736,0.020244087568572,0.6058746289222372,0.034801706671715,0.0,0.169644296169281
16,431.258,0.032816342426732,0.020583650688235,0.6272378079364407,0.033841317519546,0.0,0.153451040387154
17,433.469,0.033990113263178,0.02082830243512,0.6127753171591697,0.03545318543911,0.0,0.165304481983185
18,435.681,0.039255588964067,0.023601813246313,0.601234470534047,0.040893726050854,0.0,0.168107330799103
19,437.893,0.041433795720609,0.023987039734689,0.5789245063724139,0.043824348598719,0.0,0.163924857974052
20,440.105,0.042140835518693,0.024119154273649,0.5723463708485355,0.044690907001495,0.0,0.161191120743752
21,442.317,0.040170204331417,0.022650743681282,0.5638692672411159,0.043178163468838,0.0,0.165735006332397
22,444.529,0.042237081154112,0.02377442522074,0.5628804020333076,0.045353554189205,0.0,0.153913959860802
23,446.741,0.044357900879982,0.0243812796164,0.5496490846662871,0.047913840040565,0.0,0.150553688406944
24,448.952,0.04519556090539,0.024485058862416,0.5417580481780441,0.048905204981565,0.0,0.154610753059387
25,451.164,0.044932918423008,0.024308435796417,0.5409939227087865,0.048815738409758,0.0,0.159461721777916
26,453.376,0.04816986134988,0.025892915558107,0.5375335289017082,0.052400421351194,0.0,0.164392277598381
27,455.588,0.045611801323687,0.024490256179612,0.5369280639853569,0.049641288816929,0.0,0.158297508955002
28,457.8,0.04709991964942,0.02523048774181,0.5356800591085658,0.051299521699548,0.0,0.160742029547691
29,460.012,0.046824439623166,0.025157835802969,0.5372800188413226,0.051092820242047,0.0,0.157962515950203
30,462.224,0.047420333183913,0.025298150161026,0.5334873979672545,0.051736071705818,0.0,0.154412284493446
31,464.435,0.046730438213527,0.02484539601152,0.5316747918774712,0.051026115193963,0.0,0.154510110616684
32,466.647,0.049925835282784,0.026518588292367,0.5311596319253059,0.054533820599318,0.0,0.163893520832062
33,468.859,0.047358484657018,0.025294349473926,0.5341038603138173,0.051599768921733,0.0,0.164146989583969
34,471.071,0.048206597396241,0.025678559233082,0.5326772811201218,0.052537932991982,0.0,0.15692326426506
35,473.283,0.046146764705392,0.024747040977924,0.5362681682218221,0.050164755433798,0.0,0.14875653386116
36,475.495,0.050244053120198,0.026681825696012,0.5310444528068131,0.054825225844979,0.0,0.162166923284531
37,477.707,0.047846915309133,0.025606380184365,0.5351730622324417,0.052176674827933,0.0,0.16189356148243
38,479.918,0.050654349411099,0.026808184092245,0.5292375561805358,0.055292155593634,0.0,0.170357421040535
39,482.13,0.048365163289502,0.025763259901006,0.5326821651938493,0.052714228630066,0.0,0.160189598798752
40,484.342,0.049229041315505,0.026078187350204,0.5297317732244871,0.053719192743301,0.0,0.163228824734688
41,486.554,0.048185982752908,0.025852693037481,0.536518953448569,0.052479028701782,0.0,0.15151472389698
42,488.766,0.048416271669314,0.025831782214902,0.5335351385859407,0.052743773907423,0.0,0.149767205119133
43,490.978,0.047546481062477,0.025628912224364,0.5390285811201698,0.05184824578464,0.0,0.156905844807625
44,493.189,0.049016482332227,0.025833149768999,0.5270298589340918,0.053683750331402,0.0,0.155704826116562
45,495.401,0.049154149853537,0.025924344761154,0.5274090761085263,0.054007409140468,0.0,0.160463154315948
46,497.613,0.05145879290023,0.026761569304929,0.5200582407134037,0.056914683431387,0.0,0.166655614972115
47,499.825,0.049790089009518,0.026017807446561,0.5225499283921218,0.05514008551836,0.0,0.153443783521652
48,502.037,0.051852365531141,0.026991894520113,0.5205528087990984,0.057335590943694,0.0,0.161723852157593
49,504.249,0.050896697909096,0.026635296961854,0.5233207271997478,0.056344073265791,0.0,0.163648292422295
