Datetime,plot_1_swc,plot_3_swc,control,hour
2023-01-11 14:30:00,0.17079999999999998,0.0,0.17079999999999998,2023-01-11 14:00:00
2023-01-11 14:31:00,0.2072,0.0,0.2072,2023-01-11 14:00:00
2023-01-11 14:32:00,0.24489999999999998,0.0,0.24489999999999998,2023-01-11 14:00:00
2023-01-11 14:33:00,0.16899999999999998,0.0,0.16899999999999998,2023-01-11 14:00:00
2023-01-11 14:10:00,0.0,0.2165,0.2165,2023-01-11 14:00:00
2023-01-11 14:11:00,0.0,0.2072,0.2072,2023-01-11 14:00:00
2023-01-11 14:12:00,0.0,0.2504,0.2504,2023-01-11 14:00:00
2023-01-11 14:13:00,0.0,0.3594,0.3594,2023-01-11 14:00:00
