band,wavelength,mean,stdev,stdev/mean
103,623.689,0.064987761,0.019165526,0.294909769
104,625.901,0.064562714,0.018787886,0.291002112
105,628.113,0.064997089,0.019285703,0.296716407
106,630.325,0.06609737,0.019314732,0.292216339
107,632.536,0.064058739,0.019136194,0.298728853
108,634.748,0.064696244,0.01905993,0.294606435
109,636.96,0.063949329,0.019243949,0.300924954
110,639.172,0.064095175,0.019006805,0.296540339
111,641.384,0.06257394,0.018955632,0.302931729
112,643.596,0.063629881,0.01902714,0.299028374
113,645.808,0.062351434,0.019140826,0.306982928
114,648.019,0.061442133,0.018660472,0.303708078
115,650.231,0.059398864,0.018490945,0.311301321
116,652.443,0.05930582,0.018234279,0.307461882
117,654.655,0.058129173,0.018321865,0.315192251
118,656.867,0.059499199,0.01847062,0.310434761
119,659.079,0.056196908,0.017896066,0.31845286
120,661.291,0.057510124,0.018097635,0.314686075
121,663.502,0.057038615,0.018459474,0.323631169
122,665.714,0.055928811,0.017906202,0.3201606
123,667.926,0.055128462,0.018123105,0.328743168
124,670.138,0.054012894,0.017545953,0.324847487
125,672.35,0.052893072,0.017675285,0.334170141
126,674.562,0.054302585,0.017859407,0.328886861
127,676.774,0.052692592,0.017782399,0.337474365
128,678.985,0.053227906,0.017658258,0.331748127
129,681.197,0.052801141,0.01797831,0.340490928
130,683.409,0.053270273,0.017719978,0.332642898
131,685.621,0.053911121,0.018370335,0.340752231
132,687.833,0.055634616,0.018394131,0.330623843
133,690.045,0.056526912,0.018868617,0.333798826
134,692.257,0.059853372,0.019252401,0.321659419
135,694.468,0.064987837,0.020962886,0.322566305
136,696.68,0.069500437,0.021387506,0.307731969
137,698.892,0.074935117,0.023048728,0.307582464
138,701.104,0.081205506,0.023926878,0.294646012
139,703.316,0.087700808,0.025828144,0.294502916
140,705.528,0.097888936,0.027749406,0.283478469
141,707.74,0.103531215,0.029411614,0.284084501
142,709.951,0.110510415,0.030433457,0.275389941
143,712.163,0.118978185,0.032991074,0.277286745
144,714.375,0.12908934,0.03473548,0.269080933
145,716.587,0.136535554,0.037040489,0.271288234
146,718.799,0.143540397,0.037927805,0.264230874
147,721.011,0.148711555,0.039590534,0.266223654
148,723.223,0.162357576,0.041980237,0.258566541
149,725.434,0.170994222,0.044647765,0.261106862
150,727.646,0.179524392,0.045620269,0.254117384
151,729.858,0.185534017,0.047776408,0.257507537
152,732.07,0.194269998,0.04865031,0.250426267
153,734.282,0.204575924,0.051964565,0.254011146
154,736.494,0.207567724,0.051240665,0.246862394
155,738.706,0.211733678,0.053393114,0.2521711
156,740.917,0.219718989,0.053813632,0.24492026
157,743.129,0.232267061,0.058248769,0.250783596
158,745.341,0.230443162,0.056079283,0.243354076
159,747.553,0.236013485,0.058907216,0.249592586
160,749.765,0.238499212,0.057724605,0.242032689
161,751.977,0.237068993,0.058962409,0.248714133
162,754.189,0.243654173,0.058779905,0.241243171
163,756.4,0.241746475,0.05994485,0.247965766
164,758.612,0.248926375,0.059965095,0.240894905
165,760.824,0.243665387,0.060431993,0.24801222
166,763.036,0.246580712,0.060316429,0.244611304
167,765.248,0.258970261,0.064270195,0.248175968
168,767.46,0.254589221,0.06121026,0.240427538
169,769.672,0.259901125,0.063347875,0.243738363
170,771.883,0.251904197,0.060161916,0.238828559
171,774.095,0.259897139,0.063809338,0.245517662
172,776.307,0.252673252,0.060608119,0.239867569
173,778.519,0.246597423,0.060587678,0.245694692
174,780.731,0.246377229,0.059054479,0.239691302
175,782.943,0.251806521,0.061678342,0.244943387
176,785.155,0.265792517,0.063602241,0.239292821
177,787.366,0.250207868,0.061235075,0.244736807
178,789.578,0.263169736,0.062919413,0.239083012
179,791.79,0.266815239,0.065266046,0.244611386
180,794.002,0.266178471,0.06362263,0.239022449
181,796.214,0.25421261,0.062010932,0.243933342
182,798.426,0.257383516,0.061408526,0.23858764
183,800.638,0.260366265,0.063411495,0.243547277
184,802.849,0.261647185,0.062443565,0.238655598
185,805.061,0.254867797,0.061922532,0.242959421
186,807.273,0.262771586,0.062591663,0.238197986
187,809.485,0.268478704,0.065147675,0.242654908
188,811.697,0.267831373,0.063982198,0.238889857
189,813.909,0.263895574,0.064232826,0.243402439
190,816.121,0.259786515,0.062505129,0.240601898
191,818.332,0.260174951,0.063584018,0.244389468
192,820.544,0.269000851,0.064818238,0.240959232
193,822.756,0.2614998,0.063891977,0.244328972
194,824.968,0.265532033,0.063808835,0.2403056
195,827.18,0.26887308,0.065591121,0.243948264
196,829.392,0.267843076,0.064341087,0.240219339
197,831.604,0.271653908,0.066099088,0.243320953
198,833.815,0.265006033,0.063515675,0.239676337
199,836.027,0.259914419,0.063292142,0.243511468
200,838.239,0.268007112,0.064135026,0.239303447
201,840.451,0.27656935,0.067190445,0.242942486
202,842.663,0.269423573,0.064535648,0.239532299
203,844.875,0.273730147,0.066417924,0.242640148
204,847.087,0.278493112,0.066524687,0.238873724
205,849.298,0.261805243,0.063418212,0.242234307
206,851.51,0.268291087,0.0641934,0.239267733
207,853.722,0.269193364,0.065267634,0.242456327
208,855.934,0.278554047,0.066649099,0.239268106
209,858.146,0.289123071,0.070150271,0.242631177
210,860.358,0.27824151,0.066440197,0.238786073
211,862.57,0.260445485,0.063031788,0.242015285
212,864.781,0.276313431,0.066006231,0.238881732
213,866.993,0.268970012,0.065123964,0.242123513
214,869.205,0.266820595,0.063946482,0.239660967
215,871.417,0.275237495,0.066742645,0.242491108
216,873.629,0.274042377,0.065321186,0.238361624
217,875.841,0.260150652,0.062832132,0.241522099
218,878.053,0.271820639,0.06479168,0.238361884
219,880.264,0.274060628,0.066293775,0.24189456
220,882.476,0.274323384,0.065334732,0.238166834
221,884.688,0.265523784,0.064167679,0.241664525
222,886.9,0.280328306,0.066739241,0.238075283
223,889.112,0.27738323,0.066987081,0.241496506
224,891.324,0.276888476,0.066176092,0.238999082
225,893.536,0.288709286,0.069690038,0.241384817
226,895.747,0.274954134,0.065601511,0.238590742
227,897.959,0.271285507,0.065552192,0.241635437
228,900.171,0.265455843,0.06353705,0.239350731
229,902.383,0.262069709,0.063566194,0.242554527
230,904.595,0.26268272,0.062369003,0.23743093
231,906.807,0.25914911,0.062610442,0.241600064
232,909.019,0.2804067,0.066910913,0.238620948
233,911.23,0.278187147,0.067441943,0.242433713
234,913.442,0.275607378,0.065650225,0.238201987
235,915.654,0.278042433,0.067843897,0.244005549
236,917.866,0.275242032,0.065807562,0.239089799
237,920.078,0.260486221,0.063240907,0.242780241
238,922.29,0.257038503,0.060953243,0.237136624
239,924.502,0.276914771,0.066988835,0.241911381
240,926.713,0.270649421,0.064153947,0.237037074
241,928.925,0.279678846,0.067117327,0.239979992
242,931.137,0.26703854,0.06480629,0.242685158
243,933.349,0.270766121,0.066093223,0.244097092
244,935.561,0.308667267,0.080384127,0.260423231
245,937.773,0.264960265,0.070210239,0.264984031
246,939.985,0.288093981,0.077147961,0.267787481
247,942.196,0.281829764,0.072667887,0.257843196
248,944.408,0.256288762,0.065577087,0.255871879
249,946.62,0.283164774,0.071105182,0.251108855
250,948.832,0.253650285,0.066405391,0.261799
251,951.044,0.262741384,0.069423052,0.2642258
252,953.256,0.266469572,0.070906803,0.266097184
253,955.468,0.287973892,0.075712346,0.262913924
254,957.679,0.285227526,0.075793395,0.265729596
255,959.891,0.264265142,0.068745784,0.260139434
256,962.103,0.26457664,0.069474511,0.26258747
257,964.315,0.232230425,0.059973599,0.258250394
258,966.527,0.257785002,0.067046554,0.260087102
259,968.739,0.276558904,0.071595456,0.25887959
260,970.951,0.249634753,0.063642385,0.254942008
261,973.162,0.26144341,0.065471084,0.250421628
262,975.374,0.299302612,0.076097658,0.254249895
263,977.586,0.238638951,0.059974196,0.251317717
264,979.798,0.258663464,0.06597834,0.255074061
265,982.01,0.253168943,0.064424039,0.254470546
266,984.222,0.240149131,0.061441959,0.255849182
267,986.434,0.252868862,0.063795229,0.252285824
268,988.645,0.258833154,0.066774492,0.25798276
269,990.857,0.242154802,0.060879263,0.251406384
270,993.069,0.279927959,0.071631581,0.255892915
271,995.281,0.230678862,0.057673616,0.250016908
272,997.493,0.268736266,0.068084034,0.253348886
273,999.705,0.304089966,0.075255649,0.24747824
274,1001.92,0.308126949,0.07962145,0.258404695
