band,wavelength,mean,stdev,stdev/mean
1,398.08,0.060800317,0.043919898,0.722362974
2,400.292,0.05557535,0.040194775,0.723248244
3,402.503,0.050657832,0.047427707,0.936236421
4,404.715,0.037671557,0.021207188,0.562949584
5,406.927,0.041777748,0.026862899,0.642995376
6,409.139,0.038458243,0.021745832,0.565440091
7,411.351,0.034711713,0.017371474,0.500449924
8,413.563,0.034525394,0.017360996,0.502847155
9,415.775,0.03195796,0.015128397,0.4733843
10,417.986,0.032792904,0.015505076,0.472818019
11,420.198,0.027945958,0.012705983,0.454662648
12,422.41,0.032159812,0.014585182,0.453522001
13,424.622,0.027868665,0.012034244,0.431819896
14,426.834,0.02868255,0.012414067,0.432809029
15,429.046,0.029695984,0.012339019,0.415511359
16,431.258,0.030731489,0.012960436,0.421731475
17,433.469,0.028992857,0.011923427,0.411253945
18,435.681,0.031927704,0.013219611,0.414048279
19,437.893,0.031094846,0.013924963,0.447822215
20,440.105,0.034614516,0.012936807,0.373739346
21,442.317,0.035106425,0.012816121,0.365064823
22,444.529,0.037464269,0.013380884,0.3571639
23,446.741,0.036212883,0.01249943,0.345165266
24,448.952,0.039561685,0.013431634,0.339511163
25,451.164,0.036580654,0.012119306,0.331303706
26,453.376,0.040946992,0.013296207,0.324717544
27,455.588,0.037963197,0.012294014,0.323840312
28,457.8,0.042159068,0.013301351,0.315503917
29,460.012,0.041415644,0.013119697,0.316781194
30,462.224,0.043577488,0.013495838,0.309697475
31,464.435,0.041607043,0.012974077,0.311824055
32,466.647,0.041611548,0.01283397,0.308423282
33,468.859,0.041058709,0.012722567,0.309862813
34,471.071,0.044597541,0.013566868,0.304206648
35,473.283,0.043006492,0.013300869,0.309275841
36,475.495,0.044838745,0.013501343,0.301108853
37,477.707,0.043322189,0.013333657,0.307778927
38,479.918,0.044431041,0.013285236,0.29900798
39,482.13,0.043855575,0.013355366,0.304530624
40,484.342,0.045033682,0.013310709,0.295572307
41,486.554,0.044803688,0.013547521,0.30237512
42,488.766,0.046978239,0.014017998,0.298393441
43,490.978,0.045122592,0.013756231,0.30486349
44,493.189,0.045508449,0.01341547,0.294790746
45,495.401,0.045466057,0.013613307,0.299416923
46,497.613,0.046524089,0.013334623,0.286617604
47,499.825,0.04686385,0.013576917,0.289709811
48,502.037,0.04933419,0.013966743,0.283104739
49,504.249,0.047699943,0.013756128,0.288388763
50,506.461,0.04987358,0.014089397,0.28250222
51,508.672,0.049072256,0.01408377,0.287000659
52,510.884,0.051254274,0.014254501,0.278113402
53,513.096,0.051251889,0.014517856,0.283264795
54,515.308,0.053262093,0.014629082,0.274662172
55,517.52,0.052961946,0.014693578,0.27743653
56,519.732,0.057497245,0.015568486,0.270769255
57,521.944,0.057956767,0.016012639,0.276285918
58,524.155,0.061917641,0.016370394,0.264389815
59,526.367,0.061387968,0.016314435,0.26575949
60,528.579,0.064935311,0.016608877,0.25577574
61,530.791,0.065349142,0.016813802,0.257291854
62,533.003,0.067831762,0.017041031,0.25122495
63,535.215,0.069603737,0.017762512,0.255194807
64,537.427,0.072509872,0.018211758,0.251162468
65,539.638,0.07228059,0.018449258,0.255244988
66,541.85,0.074183525,0.018690392,0.251948011
67,544.062,0.075229424,0.019300041,0.256549105
68,546.274,0.076038436,0.019192443,0.252404489
69,548.486,0.074561332,0.019139151,0.256690037
70,550.698,0.076513181,0.019397709,0.253521141
71,552.91,0.076987208,0.019782829,0.256962543
72,555.121,0.078592755,0.019968588,0.254076701
73,557.333,0.07972836,0.02055364,0.257795847
74,559.545,0.082069981,0.020921888,0.254927408
75,561.757,0.079535603,0.020651306,0.259648574
76,563.969,0.081346971,0.020903795,0.256970783
77,566.181,0.078590745,0.020572468,0.261767051
78,568.393,0.079726795,0.020636917,0.258845439
79,570.604,0.076439374,0.020168746,0.263852839
80,572.816,0.077697697,0.020344371,0.261840077
81,575.028,0.074779377,0.019920898,0.266395611
82,577.24,0.075242165,0.019852952,0.26385408
83,579.452,0.073904637,0.019886536,0.269083735
84,581.664,0.074260449,0.019830826,0.267044247
85,583.876,0.073327699,0.01994777,0.27203595
86,586.087,0.069604757,0.018740707,0.269244626
87,588.299,0.069706752,0.01908233,0.273751531
88,590.511,0.071230289,0.019334584,0.271437671
89,592.723,0.069155113,0.01916339,0.277107348
90,594.935,0.071236068,0.019522824,0.274058142
91,597.147,0.069705498,0.019471395,0.279338014
92,599.359,0.071650008,0.019760176,0.275787485
93,601.57,0.069508573,0.01955035,0.281265302
94,603.782,0.07094661,0.019682531,0.27742736
95,605.994,0.070558107,0.020014669,0.283662219
96,608.206,0.069068069,0.019353027,0.280202235
97,610.418,0.068436861,0.019601896,0.286423072
98,612.63,0.068343309,0.019339905,0.282981697
99,614.842,0.065170012,0.018836929,0.289042895
100,617.053,0.066640378,0.019042593,0.285751567
101,619.265,0.06607708,0.019334095,0.29259911
102,621.477,0.066422764,0.019176843,0.2887089
