band,wavelength,mean,stdev,stdev/mean,median,min,max
1,398.08,0.025658976869049,0.019558541726074,0.7622494780634212,0.022535488009453,2.1929e-11,0.707659661769867
2,400.292,0.022273742716818,0.015706065353231,0.7051381329538294,0.019814928993583,2.295e-12,0.455547422170639
3,402.503,0.014812393289566,0.012860504294013,0.8682259539430451,0.013194538652897,3.094e-12,0.822229385375977
4,404.715,0.010036657387311,0.006463399345053,0.643979274735875,0.009061520919204,3.873e-12,0.109760716557503
5,406.927,0.012120096123323,0.007968911704095,0.6574957511071406,0.010989956092089,3.494e-12,0.303226709365845
6,409.139,0.010289959442711,0.006706454047763,0.6517473742341703,0.009236917831004,3.032e-12,0.22967417538166
7,411.351,0.010113900714884,0.006310737836058,0.6239667576300091,0.009100707247853,2.2e-14,0.0794917345047
8,413.563,0.008259238056581,0.005187766631171,0.6281168548032542,0.007379430811852,7.48e-13,0.049633920192719
9,415.775,0.008553413814137,0.005308672701767,0.6206495812225146,0.007646954618394,3.73e-13,0.095732271671295
10,417.986,0.00785869550054,0.004882438116073,0.6212784444616171,0.006977065466344,9.33e-13,0.047048464417458
11,420.198,0.006757844231935,0.004088743719748,0.605036692089787,0.006028783507645,1.5e-13,0.043221745640039
12,422.41,0.007270305942308,0.004399513261867,0.6051345427246696,0.006463672034442,1.73e-13,0.045114811509848
13,424.622,0.006334172573704,0.003728999151078,0.5887113285417503,0.005660878028721,1.3e-13,0.03790345788002
14,426.834,0.006825479932528,0.003989243502417,0.5844634431354158,0.006101235747337,2.8e-14,0.044076923280954
15,429.046,0.006413675255708,0.003625236759175,0.5652354718066893,0.00578520540148,3.2e-14,0.108028747141361
16,431.258,0.007028834133103,0.003979788157649,0.5662088594331439,0.006328497547656,1.35e-13,0.040589634329081
17,433.469,0.006709930956214,0.003706690486852,0.5524185734607703,0.006109749898314,8.8e-14,0.076599523425102
18,435.681,0.007499924280374,0.004063729097832,0.5418360167270053,0.00681285886094,1.59e-13,0.042508941143751
19,437.893,0.007479677408595,0.004130580350739,0.5522404410105299,0.006821140646935,4.08e-13,0.147263795137405
20,440.105,0.007920053005203,0.003968793502286,0.5011069369963486,0.007272987160832,3.09e-13,0.035856690257788
21,442.317,0.007936527388512,0.003895109292992,0.490782568032224,0.007362178061157,2.3e-14,0.034146409481764
22,444.529,0.008644741176411,0.0041146319987,0.4759693685136163,0.008027038536966,5.97e-13,0.03594233840704
23,446.741,0.008962529056581,0.004191552542644,0.46767519705458915,0.008378104306757,3.6e-13,0.035776745527983
24,448.952,0.008891217481603,0.004048314760326,0.45531613288084005,0.008313023485243,2.642e-12,0.034318946301937
25,451.164,0.008308200759853,0.003695365741671,0.4447853209719963,0.007806917186826,3.79e-13,0.031189415603876
26,453.376,0.009159286723588,0.003993523477458,0.43600813010618394,0.008627481758595,6.426e-12,0.033527176827192
27,455.588,0.008905061310213,0.003846525493207,0.43194823249509945,0.008407918736339,1.308e-12,0.0335942953825
28,457.8,0.009488362295717,0.004008887247014,0.4225057098445315,0.008956404402852,5.845e-12,0.03415235504508
29,460.012,0.009383580456089,0.0039579963423,0.4218002244262379,0.008882410824299,1.587e-12,0.032942146062851
30,462.224,0.009496331119718,0.00396097295781,0.41710560719449974,0.008996409364045,3.603e-12,0.033941429108381
31,464.435,0.009203307738769,0.003825367225101,0.4156513433737104,0.008725902065635,9.7e-14,0.033144243061543
32,466.647,0.009089979435686,0.003725551844032,0.4098526152222083,0.008611789904535,3.389e-12,0.031456205993891
33,468.859,0.008922044902582,0.003708268800297,0.41562991901372787,0.008470937609673,1.223e-12,0.031274978071451
34,471.071,0.009693134878195,0.003949615806973,0.4074652686261263,0.009197112172842,2.381e-12,0.036146689206362
35,473.283,0.009422403650546,0.003873341859193,0.4110778950728301,0.008949459530413,1.6045e-11,0.032353900372982
36,475.495,0.009888508360804,0.003950691881747,0.3995235416300728,0.009415787644684,1.842e-12,0.033579144626856
37,477.707,0.009371878575127,0.003803499639598,0.40584175404198064,0.008923351764679,2.62e-12,0.031452845782042
38,479.918,0.009632761157655,0.003808530659518,0.39537268672870834,0.009179130196571,2.568e-12,0.032884806394577
39,482.13,0.009396447892909,0.003788827021896,0.4032190743861014,0.008942826651037,2.01e-12,0.03121479973197
40,484.342,0.009512327007896,0.003741730078967,0.3933559134227683,0.009069863706827,3.244e-12,0.03277288377285
41,486.554,0.0099342023547,0.003986124405851,0.40125258813206205,0.009478007443249,6.8e-13,0.034480281174183
42,488.766,0.00988827424609,0.003898034529191,0.39420776893726955,0.009433838538826,1.7482e-11,0.033116601407528
43,490.978,0.009580570010945,0.00383808047892,0.40061086913777716,0.009137079119682,8.991e-12,0.034396339207888
44,493.189,0.009795563251571,0.003795852424817,0.3875073160502767,0.009370276704431,1.543e-12,0.032453432679176
45,495.401,0.009566398967055,0.00375082784912,0.3920835689622807,0.009157138876617,2.18e-12,0.032694049179554
46,497.613,0.009851158388226,0.003692593116146,0.37483846778459556,0.009478352963924,5.813e-12,0.031717129051685
47,499.825,0.009953260280485,0.003761168881351,0.3778831031602166,0.0095927529037,3.767e-12,0.03251726552844
48,502.037,0.01024901570182,0.003773148489748,0.36814740064043144,0.009896489791572,2.724e-12,0.033638685941696
49,504.249,0.010490742599738,0.003893300473751,0.3711177199074766,0.010147538036108,1.949e-12,0.034254420548677
50,506.461,0.010572637923268,0.003797723751939,0.3592030465340219,0.010257759131491,1.9949e-11,0.033375799655914
51,508.672,0.010719256214439,0.003874221064397,0.36142629552770333,0.010430221445858,1.4286e-11,0.034349672496319
52,510.884,0.010789973377102,0.003749551713247,0.34750333315966575,0.010548733174801,3.434e-12,0.031610254198313
53,513.096,0.010867373274596,0.003784005422361,0.3481987161705985,0.010665467008948,6.206e-12,0.033253598958254
54,515.308,0.011640818819592,0.00388313884877,0.3335795281200073,0.011496922001243,8.8590226369e-05,0.033257134258747
55,517.52,0.012102780174202,0.004036455965758,0.33351477161933535,0.012015315704048,3.3256e-11,0.033682551234961
56,519.732,0.012657795471765,0.004069399996396,0.32149358120640925,0.012612409889698,2.8663e-11,0.034246888011694
57,521.944,0.01294484166674,0.00415975102251,0.3213442952491192,0.012978693470359,3.118e-12,0.034747865051031
58,524.155,0.013814281626996,0.004230597997112,0.30624813590339184,0.013926937244833,6.256e-12,0.036413133144379
59,526.367,0.013772153905273,0.004193272133093,0.3044746785386638,0.013945466838777,1.2392e-11,0.034728907048702
60,528.579,0.014622009248443,0.004288871266205,0.29331613688191954,0.014823750592768,3.712e-12,0.035707451403141
61,530.791,0.014675477818398,0.004302632124622,0.2931851472139449,0.014931824989617,1.6771e-11,0.036081098020077
62,533.003,0.015497335341444,0.004416766435904,0.2850016689057758,0.015790680423379,3.5359e-11,0.036099102348089
63,535.215,0.015645541872806,0.004502368309719,0.287773242136452,0.015960006043315,0.000356090255082,0.037387948483229
