,max,mean,median,min,stdev,band
1,0.216603100299835,0.026133741001632,0.0,0.0,0.037148503257776,1
2,0.213129729032516,0.034980187244196,0.0,0.0,0.046829054374195,2
3,0.271107971668243,0.034947232440451,0.0,0.0,0.044365561384696,3
4,0.194243058562279,0.025538917902093,0.0,0.0,0.032530190270131,4
5,0.164819628000259,0.024563494155956,0.0,0.0,0.030146549884983,5
6,0.181575700640678,0.024061281042881,0.003103069262579,0.0,0.028841110908302,6
7,0.14542330801487,0.023780826720103,3.95474e-10,0.0,0.028265523877185,7
8,0.146054416894913,0.022586871637854,0.002460227813572,0.0,0.026748555522692,8
9,0.13732585310936,0.019303848528853,0.006037798710167,0.0,0.022985203522609,9
10,0.14799776673317,0.019044299992845,0.004964116495103,0.0,0.022801076942307,10
11,0.140321329236031,0.018086152455766,0.003055857261643,0.0,0.021433914032863,11
12,0.134430527687073,0.017050848615553,0.0,0.0,0.020828133408251,12
13,0.132141217589378,0.016727034306459,0.006601720117033,0.0,0.019650614098629,13
14,0.121738590300083,0.017093309743212,0.005737844388932,0.0,0.020119810060059,14
15,0.116101279854774,0.016883811492079,0.009029823355377,0.0,0.019697053532608,15
16,0.10881344974041,0.017158508117647,0.006460660602897,0.0,0.020208036437631,16
17,0.100795656442642,0.017786192435334,0.010167836211622,0.0,0.02045738906486,17
18,0.125556692481041,0.021925753591962,0.01283042319119,0.0,0.024869838964293,18
19,0.101839646697044,0.019541543860709,0.011880612932146,0.0,0.022122393996481,19
20,0.10426452755928,0.020966613130243,0.01216525491327,0.0,0.023608248522529,20
21,0.108392983675003,0.020341970190514,0.009760403074324,0.0,0.023062180126949,21
22,0.104885101318359,0.020999243624848,0.013578959740698,0.0,0.023339017163099,22
23,0.098498962819576,0.020286880553169,0.014729592949152,0.0,0.022499381758533,23
24,0.096949987113476,0.020719638242187,0.01827253960073,0.0,0.022651924785955,24
25,0.099375069141388,0.021988141225402,0.016510618850589,0.0,0.024193484006389,25
26,0.091278038918972,0.021670456766382,0.019833236932755,0.0,0.023602221645188,26
27,0.093567065894604,0.021725037262405,0.016760999336839,0.0,0.023694429996281,27
28,0.097516432404518,0.021837563214251,0.019163096323609,0.0,0.023659600668895,28
29,0.091926522552967,0.021436256750161,0.018957629799843,0.0,0.02327574717453,29
30,0.097635358572006,0.022663054339179,0.018110375851393,0.0,0.024519707044527,30
31,0.099465399980545,0.02232198005839,0.019600000232458,0.0,0.024138054688019,31
32,0.106698490679264,0.023094337496643,0.021192524582148,0.0,0.02488219067982,32
33,0.092255279421806,0.021841387273129,0.018577037379146,0.0,0.023581128998351,33
34,0.093898393213749,0.022111510234883,0.020730694755912,0.0,0.0237559099894,34
35,0.092884331941605,0.021150145781924,0.019579388201237,0.0,0.022769035470212,35
36,0.100977897644043,0.022650006747496,0.020908437669277,0.0,0.024352908969508,36
37,0.095698013901711,0.021561827190912,0.020083833485842,0.0,0.02318173158723,37
38,0.098222382366657,0.023203817258713,0.022828949615359,0.0,0.02478250682199,38
39,0.101605609059334,0.022301930397036,0.020836267620325,0.0,0.024000259798821,39
40,0.096452184021473,0.022542688355146,0.022327864542603,0.0,0.024132455354409,40
41,0.094293907284737,0.020953034250837,0.018897294998169,0.0,0.022606546226479,41
42,0.089814491569996,0.021943461271715,0.020796930417418,0.0,0.023542007580122,42
43,0.088174030184746,0.02169554571252,0.019675193354487,0.0,0.023284674639562,43
44,0.094211056828499,0.02237315669273,0.021455971524119,0.0,0.023805222950358,44
45,0.091344408690929,0.022553427983238,0.021422980353236,0.0,0.023978169222026,45
46,0.094435326755047,0.023601331438715,0.023728244006634,0.0,0.025054571115064,46
47,0.098258703947067,0.022688898835842,0.022035796195269,0.0,0.024143976235892,47
48,0.091444030404091,0.022400446341607,0.022371238097548,0.0,0.023764712429993,48
49,0.088969148695469,0.022546555879007,0.022721510380507,0.0,0.023917698790599,49
50,0.093700788915157,0.023251302135805,0.024038072675467,0.0,0.024518809070909,50
51,0.097366988658905,0.024119167100971,0.02543456479907,0.0,0.02541801371741,51
52,0.104953147470951,0.025442011770724,0.027345830574632,0.0,0.026693279366438,52
53,0.101720839738846,0.025607509397175,0.028269333764911,0.0,0.026823449185251,53
54,0.101274833083153,0.026409599959407,0.029572587460279,0.0,0.027546189083565,54
55,0.101574562489986,0.025475862153827,0.028633330017328,0.0,0.026542571291214,55
56,0.09476176649332,0.027077869016849,0.030261036008596,0.0,0.028071820027679,56
57,0.103279285132885,0.027511176350377,0.031683642417192,0.0,0.028491560940081,57
58,0.102080762386322,0.029135720926118,0.034923896193504,0.0,0.030023482814796,58
59,0.097377255558968,0.029215890822864,0.036248944699764,0.0,0.030095925050154,59
60,0.101562447845936,0.031458272085994,0.039657611399889,0.0,0.032336907699919,60
61,0.104592248797417,0.032064007015619,0.039768032729626,0.0,0.032968653939073,61
62,0.108407817780972,0.033361454206691,0.042633265256882,0.0,0.034219927224949,62
63,0.102459453046322,0.032038674387,0.040323682129383,0.0,0.03290577772663,63
64,0.107723884284496,0.032962093069949,0.04163047298789,0.0,0.033829510237939,64
65,0.105007916688919,0.032542220419583,0.04175053909421,0.0,0.033434260228535,65
66,0.109076999127865,0.033282958345147,0.042204521596432,0.0,0.034142938694887,66
67,0.111667819321156,0.03434208382119,0.043858796358109,0.0,0.035272211840942,67
68,0.107273645699024,0.034587800796364,0.044559672474861,0.0,0.035490925945348,68
69,0.114405877888203,0.035399927542927,0.044849421828985,0.0,0.036353534792155,69
70,0.117527596652508,0.037039220280906,0.046155959367752,0.0,0.038008339893286,70
71,0.117691673338413,0.035884862203505,0.046612396836281,0.0,0.036859104493871,71
72,0.114346221089363,0.035880169427263,0.045368958264589,0.0,0.036811749485385,72
73,0.117043435573578,0.03529272116264,0.044732484966516,0.0,0.036260054776749,73
