,max,mean,median,min,stdev,band
1,1.13379728794098,0.073404044562887,0.066179402172565,0.0,0.06382882711868,1
2,2.66700196266174,0.06482404231088,0.057437140494585,0.0,0.068375346389197,2
3,0.282314240932465,0.046273859951377,0.043511286377907,0.0,0.03469242098226,3
4,0.443013787269592,0.046045600800214,0.043293058872223,0.0,0.034015423535745,4
5,5.59659957885742,0.052413684072746,0.045023370534182,0.0,0.116802980828358,5
6,0.324705868959427,0.047281618614488,0.044286232441664,0.0,0.033464222507456,6
7,0.265358656644821,0.042972346605384,0.03989527001977,0.0,0.029552727530005,7
8,0.874770998954773,0.041478597439816,0.037820529192686,0.0,0.03013587561381,8
9,0.246652185916901,0.037848988589422,0.034979160875082,0.0,0.025965563712954,9
10,0.274050801992416,0.040598786470761,0.037214417010546,0.0,0.027974692369304,10
11,0.266693711280823,0.039479590383021,0.036253359168768,0.0,0.026560342194839,11
12,0.188160195946693,0.029119964107664,0.026456398889422,0.0,0.019979759535806,12
13,0.230726942420006,0.035922887861167,0.033002030104399,0.0,0.02419739038573,13
14,0.239163190126419,0.037792479076014,0.034758869558573,0.0,0.025097502440317,14
15,0.226261332631111,0.037706218782476,0.035208970308304,0.0,0.024301980098813,15
16,0.235962733626366,0.03916721575057,0.036042984575033,0.0,0.026093608351931,16
17,0.251318454742432,0.038596262555422,0.035809610038996,0.0,0.02554256854861,17
18,0.248828560113907,0.045582469997881,0.042284499853849,0.0,0.029137001001523,18
19,0.232155576348305,0.043778043615577,0.040994010865688,0.0,0.027763989038624,19
20,0.230684950947762,0.043641740947504,0.040892228484154,0.0,0.02714228007908,20
21,0.23793850839138,0.043144996797408,0.04056878387928,0.0,0.027083946669102,21
22,0.231188103556633,0.04567164619201,0.043498910963535,0.0,0.027844496493169,22
23,0.231812700629234,0.045602477182674,0.04355563595891,0.0,0.027600771688735,23
24,0.224949017167091,0.0456549018083,0.043754797428846,0.0,0.026806464348719,24
25,0.231077343225479,0.0459727734854,0.043909054249525,0.0,0.027718161348751,25
26,0.238824516534805,0.04667370620526,0.044727444648743,0.0,0.027355429491823,26
27,0.236958250403404,0.045906879608046,0.043899025768042,0.0,0.027160616149474,27
28,0.233422949910164,0.047255964454267,0.045400284230709,0.0,0.027430076075448,28
29,0.242155984044075,0.046613886027835,0.044980574399233,0.0,0.027575498214659,29
30,0.231367990374565,0.046760320653714,0.044965900480747,0.0,0.027117431503307,30
31,0.247739389538765,0.04735672765425,0.045245766639709,0.0,0.02783937568772,31
32,0.233315914869308,0.047836476268089,0.045874815434217,0.0,0.027813681144172,32
33,0.243728309869766,0.046406404921808,0.044210281223059,0.0,0.027420877273174,33
34,0.235878080129623,0.047795848349259,0.045596353709698,0.0,0.027820212749449,34
35,0.235156923532486,0.046352514812181,0.044079162180424,0.0,0.027511314512251,35
36,0.235330849885941,0.04834878019968,0.045918859541416,0.0,0.028101451929022,36
37,0.250925987958908,0.048484097820416,0.045819327235222,0.0,0.028973316071149,37
38,0.244977399706841,0.049754524351873,0.047215968370438,0.0,0.028867103040383,38
39,0.24232916533947,0.04699342529608,0.044378396123648,0.0,0.027848800112219,39
40,0.234257638454437,0.048162804640876,0.045718420296907,0.0,0.027924176546903,40
41,0.249016001820564,0.047929461091484,0.045129306614399,0.0,0.028468481964763,41
42,0.253887355327606,0.050501652191448,0.047730669379234,0.0,0.029498279361568,42
43,0.246870547533035,0.048100840626432,0.045172367244959,0.0,0.028934435879981,43
44,0.243732467293739,0.049307751367029,0.046874552965164,0.0,0.0283983732784,44
45,0.255961209535599,0.050355162233845,0.047832977026701,0.0,0.029482350529893,45
46,0.244230076670647,0.049706192633557,0.047471925616264,0.0,0.028300716669276,46
47,0.251859426498413,0.049138339578618,0.046792604029179,0.0,0.028432596845128,47
48,0.249957591295242,0.050883160125756,0.048562899231911,0.0,0.028881102931816,48
49,0.257086634635925,0.050813805455394,0.048278201371431,0.0,0.02941777794429,49
50,0.250201195478439,0.051886654546904,0.049439836293459,0.0,0.029525711836284,50
51,0.264256238937378,0.051585196410145,0.048928946256638,0.0,0.029669271851707,51
52,0.251743525266647,0.053351822768005,0.050771176815033,0.0,0.03017875802618,52
53,0.244782358407974,0.052035718092392,0.049401849508286,0.0,0.029802628527342,53
54,0.259053021669388,0.05622936659164,0.053756974637508,0.0,0.031443091512325,54
55,0.258536398410797,0.055753180328392,0.053432464599609,0.0,0.031513575190897,55
56,0.267557322978973,0.058998844324262,0.056659411638975,0.0,0.032579040275149,56
57,0.279588758945465,0.061009359622083,0.058629527688026,0.0,0.03373857209746,57
58,0.272163897752762,0.063931798384229,0.062009826302528,0.0,0.034108733369241,58
59,0.271482706069946,0.063335183248908,0.061812415719032,0.0,0.033836296344785,59
60,0.264387339353561,0.065390104062785,0.064148686826229,0.0,0.03403547231618,60
61,0.271553814411163,0.068262003541579,0.066864728927612,0.0,0.035740013348922,61
62,0.273866415023804,0.07038842763535,0.069385603070259,0.0,0.036001965303843,62
63,0.295536547899246,0.072065650967618,0.071252927184105,0.0,0.037057674789673,63
64,0.275997519493103,0.074881457477899,0.074333153665066,0.0,0.037734550725636,64
65,0.283055901527405,0.073486499548668,0.072926007211208,0.0,0.037394484830091,65
66,0.300606042146683,0.077384766890596,0.076976634562016,0.0,0.038837372683055,66
67,0.287879437208176,0.0748124760683,0.074396744370461,0.0,0.03811373381666,67
68,0.283748775720596,0.077589654559063,0.077209509909153,0.0,0.038985148117756,68
69,0.292973130941391,0.076830621610472,0.076476983726025,0.0,0.039149940391521,69
70,0.301281213760376,0.08001415440723,0.079574421048164,0.0,0.040217680990605,70
71,0.292171776294708,0.078829912950209,0.078485794365406,0.0,0.040164293468655,71
72,0.294945180416107,0.082292946952239,0.082037813961506,0.0,0.041293544816213,72
73,0.304306238889694,0.08090332894523,0.080792061984539,0.0,0.041081000880154,73
74,0.301374703645706,0.082525613496575,0.082437314093113,0.0,0.041400263856806,74
